INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
68956-56-9,CASRN,DTXSID7028936,"Hydrocarbons, terpene processing by-products",68956-56-9,N/A,N/A,N/A,N/A
61596-96-1,CASRN,DTXSID501045006,"2-Butyne-1,4-diol, polymer with methyloxirane",61596-96-1,N/A,N/A,N/A,N/A
609-99-4,CASRN,DTXSID9060576,"Benzoic acid, 2-hydroxy-3,5-dinitro-",609-99-4,LWFUFLREGJMOIZ-UHFFFAOYSA-N,OC(=O)C1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H4N2O7/c10-6-4(7(11)12)1-3(8(13)14)2-5(6)9(15)16/h1-2,10H,(H,11,12)
",DTXCID0042909
569316-88-7,CASRN,DTXSID501020585,569316-88-7 (name too long),569316-88-7,XRMMRGCLHMXWLR-UHFFFAOYSA-K,[Li+].[Li+].[Li+].[Cu++].CC(O)CNS(=O)(=O)CCCS(=O)(=O)C1=CC=C2C(=C1)C1=N\C\2=N/C2=C3C=C(C=CC3=C([N-]2)\N=C2/N=C(/N=C3\[N-]/C(=N\1)C1=CC=C(C=C31)S(=O)(=O)CCCS([O-])(=O)=O)C1=CC=C(C=C21)S(=O)(=O)CCCS([O-])(=O)=O)S(=O)(=O)CCCS([O-])(=O)=O,"InChI=1/C47H47N9O20S8.Cu.3Li/c1-27(57)26-48-81(66,67)18-2-14-77(58,59)28-6-10-32-36(22-28)44-49-40(32)51-45-38-24-30(79(62,63)16-4-20-83(71,72)73)8-12-34(38)42(53-45)55-47-39-25-31(80(64,65)17-5-21-84(74,75)76)9-13-35(39)43(56-47)54-46-37-23-29(7-11-33(37)41(50-44)52-46)78(60,61)15-3-19-82(68,69)70;;;;/h6-13,22-25,27,48,57H,2-5,14-21,26H2,1H3,(H3-2,49,50,51,52,53,54,55,56,68,69,70,71,72,73,74,75,76);;;;/q-2;+2;3*+1/p-3
",DTXCID901478356
25584-83-2,CASRN,DTXSID8027878,Hydroxypropyl acrylate,25584-83-2,N/A,N/A,N/A,N/A
7360-53-4,CASRN,DTXSID1044724,Aluminum triformate,7360-53-4,MJWPFSQVORELDX-UHFFFAOYSA-K,[Al+3].[O-]C=O.[O-]C=O.[O-]C=O,"InChI=1S/3CH2O2.Al/c3*2-1-3;/h3*1H,(H,2,3);/q;;;+3/p-3
",DTXCID9024724
68425-34-3,CASRN,DTXSID1028497,"Petrolatum, petroleum, oxidized, calcium salt",68425-34-3,N/A,N/A,N/A,N/A
2156592-65-1,CASRN,DTXSID001073941,"Benzene, mono-C10-13-alkyl derivs., distn. residues, sulfonated, sodium salts",2156592-65-1,N/A,N/A,N/A,N/A
84961-45-5,CASRN,DTXSID501018352,Carob extract,84961-45-5,N/A,N/A,N/A,N/A
97-63-2,CASRN,DTXSID1025308,Ethyl methacrylate,97-63-2,SUPCQIBBMFXVTL-UHFFFAOYSA-N,CCOC(=O)C(C)=C,"InChI=1S/C6H10O2/c1-4-8-6(7)5(2)3/h2,4H2,1,3H3
",DTXCID305308
3663-80-7,CASRN,DTXSID30957891,"2,3-Dihydro-1,4-benzodioxine-2-carboxylate",3663-80-7,HMBHAQMOBKLWRX-QMMMGPOBSA-M,[H][C@]1(COC2=CC=CC=C2O1)C([O-])=O,"InChI=1S/C9H8O4/c10-9(11)8-5-12-6-3-1-2-4-7(6)13-8/h1-4,8H,5H2,(H,10,11)/p-1/t8-/m0/s1
",DTXCID901385816
115-19-5,CASRN,DTXSID2021949,2-Methyl-3-butyn-2-ol,115-19-5,CEBKHWWANWSNTI-UHFFFAOYSA-N,CC(C)(O)C#C,"InChI=1S/C5H8O/c1-4-5(2,3)6/h1,6H,2-3H3
",DTXCID701949
65232-89-5,CASRN,DTXSID3051389,Vanadium hydroxide oxide phosphate,65232-89-5,N/A,N/A,N/A,N/A
105-54-4,CASRN,DTXSID6040111,Ethyl butyrate,105-54-4,OBNCKNCVKJNDBV-UHFFFAOYSA-N,CCCC(=O)OCC,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3
",DTXCID4020111
07-03-2680,CASRN,DTXSID90329252,METHYL 3-MORPHOLIN-4-YL-3-PHENYL-PROPANOATE,7032-68-0,ZHJGNAGPQCSWII-UHFFFAOYSA-N,COC(=O)CC(N1CCOCC1)C1=CC=CC=C1,"InChI=1S/C14H19NO3/c1-17-14(16)11-13(12-5-3-2-4-6-12)15-7-9-18-10-8-15/h2-6,13H,7-11H2,1H3
",DTXCID90280354
16940-92-4,CASRN,DTXSID70937632,Diammonium hexachloroiridate,16940-92-4,LWNOUTCTZQNGEN-UHFFFAOYSA-J,[NH4+].[NH4+].Cl[Ir--](Cl)(Cl)(Cl)(Cl)Cl,"InChI=1S/6ClH.Ir.2H3N/h6*1H;;2*1H3/q;;;;;;+4;;/p-4
",DTXCID501366189
14639-97-5,CASRN,DTXSID90892315,Ammonium tetrachlorozincate,14639-97-5,QOQUXKCHSZSKOT-UHFFFAOYSA-L,[NH4+].[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Zn++],"InChI=1S/4ClH.2H3N.Zn/h4*1H;2*1H3;/q;;;;;;+2/p-2
",DTXCID6030734
533-15-3,CASRN,DTXSID90862134,"2-Piperidineethanol, 1-methyl-",533-15-3,OVMRRCXDBKEQIU-UHFFFAOYSA-N,CN1CCCCC1CCO,"InChI=1/C8H17NO/c1-9-6-3-2-4-8(9)5-7-10/h8,10H,2-7H2,1H3
",DTXCID80810942
7803-65-8,CASRN,DTXSID20884440,"Phosphinic acid, ammonium salt (1:1)",7803-65-8,AKYKNEHYFVLCTH-UHFFFAOYSA-N,[NH4+].[O-]P=O,"InChI=1S/H3N.HO2P/c;1-3-2/h1H3;(H,1,2)
",DTXCID701023880
93762-77-7,CASRN,DTXSID001056224,"Alkenes, C11-14",93762-77-7,N/A,N/A,N/A,N/A
1344-95-2,CASRN,DTXSID4029648,Calcium silicate,1344-95-2,N/A,N/A,N/A,N/A
24065-33-6,CASRN,DTXSID10178800,"2-Thiophenecarboxylic acid, 5-chloro-",24065-33-6,QZLSBOVWPHXCLT-UHFFFAOYSA-N,OC(=O)C1=CC=C(Cl)S1,"InChI=1S/C5H3ClO2S/c6-4-2-1-3(9-4)5(7)8/h1-2H,(H,7,8)
",DTXCID30101291
122-99-6,CASRN,DTXSID9021976,2-Phenoxyethanol,122-99-6,QCDWFXQBSFUVSP-UHFFFAOYSA-N,OCCOC1=CC=CC=C1,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2
",DTXCID401976
59447-55-1,CASRN,DTXSID9052719,(Pentabromophenyl)methyl acrylate,59447-55-1,GRKDVZMVHOLESV-UHFFFAOYSA-N,BrC1=C(Br)C(Br)=C(COC(=O)C=C)C(Br)=C1Br,"InChI=1S/C10H5Br5O2/c1-2-5(16)17-3-4-6(11)8(13)10(15)9(14)7(4)12/h2H,1,3H2
",DTXCID3031311
124-63-0,CASRN,DTXSID1021615,Methanesulfonyl chloride,124-63-0,QARBMVPHQWIHKH-UHFFFAOYSA-N,CS(Cl)(=O)=O,"InChI=1S/CH3ClO2S/c1-5(2,3)4/h1H3
",DTXCID601615
110964-79-9,CASRN,DTXSID0074639,4-Mesyl-2-nitrobenzoic acid,110964-79-9,QNOUABMNRMROSL-UHFFFAOYSA-N,CS(=O)(=O)C1=CC(=C(C=C1)C(O)=O)[N+]([O-])=O,"InChI=1S/C8H7NO6S/c1-16(14,15)5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3,(H,10,11)
",DTXCID4033184
2028-63-9,CASRN,DTXSID3022297,(+/-)-3-Butyn-2-ol,2028-63-9,GKPOMITUDGXOSB-UHFFFAOYSA-N,CC(O)C#C,"InChI=1/C4H6O/c1-3-4(2)5/h1,4-5H,2H3
",DTXCID102297
92045-64-2,CASRN,DTXSID501027329,"Hydrocarbons, C6-7, naphtha-cracking, solvent-refined",92045-64-2,N/A,N/A,N/A,N/A
56519-71-2,CASRN,DTXSID5074058,"1,3-Propanediol dicaprylate",56519-71-2,XBBMJUWOCGWHRP-UHFFFAOYSA-N,CCCCCCCC(=O)OCCCOC(=O)CCCCCCC,"InChI=1S/C19H36O4/c1-3-5-7-9-11-14-18(20)22-16-13-17-23-19(21)15-12-10-8-6-4-2/h3-17H2,1-2H3
",DTXCID0042082
94441-92-6,CASRN,DTXSID60888740,".beta.-Alanine, N-(2-carboxyethyl)-N-(2-ethylhexyl)-, sodium salt (1:1)",94441-92-6,WVQFKDGIJVWORA-UHFFFAOYSA-M,[Na+].CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O,"InChI=1/C14H27NO4.Na/c1-3-5-6-12(4-2)11-15(9-7-13(16)17)10-8-14(18)19;/h12H,3-11H2,1-2H3,(H,16,17)(H,18,19);/q;+1/p-1
",DTXCID701028016
616-38-6,CASRN,DTXSID9029192,Dimethyl carbonate,616-38-6,IEJIGPNLZYLLBP-UHFFFAOYSA-N,COC(=O)OC,"InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3
",DTXCID609192
7250-67-1,CASRN,DTXSID8022248,1-(2-Chloroethyl)pyrrolidine hydrochloride,7250-67-1,FSNGFFWICFYWQC-UHFFFAOYSA-N,Cl.ClCCN1CCCC1,"InChI=1S/C6H12ClN.ClH/c7-3-6-8-4-1-2-5-8;/h1-6H2;1H
",DTXCID002248
42221-52-3,CASRN,DTXSID00420183,"2,3,4,5-Tetrachlorobenzoyl chloride",42221-52-3,IROWIXYGGPOJFJ-UHFFFAOYSA-N,ClC(=O)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,"InChI=1S/C7HCl5O/c8-3-1-2(7(12)13)4(9)6(11)5(3)10/h1H
",DTXCID50371030
171611-11-3,CASRN,DTXSID70893365,Lithium bis(fluorosulfonyl)imide,171611-11-3,VDVLPSWVDYJFRW-UHFFFAOYSA-N,[Li+].FS(=O)(=O)[N-]S(F)(=O)=O,"InChI=1S/F2NO4S2.Li/c1-8(4,5)3-9(2,6)7;/q-1;+1
",DTXCID601323346
123-00-2,CASRN,DTXSID4041521,4-Morpholinepropanamine,123-00-2,UIKUBYKUYUSRSM-UHFFFAOYSA-N,NCCCN1CCOCC1,"InChI=1S/C7H16N2O/c8-2-1-3-9-4-6-10-7-5-9/h1-8H2
",DTXCID2021521
108-88-3,CASRN,DTXSID7021360,1-Methylbenzene,108-88-3,YXFVVABEGXRONW-UHFFFAOYSA-N,CC1=CC=CC=C1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3
",DTXCID501360
24549-06-2,CASRN,DTXSID7027833,2-Ethyl-6-methylaniline,24549-06-2,JJVKJJNCIILLRP-UHFFFAOYSA-N,CCC1=CC=CC(C)=C1N,"InChI=1S/C9H13N/c1-3-8-6-4-5-7(2)9(8)10/h4-6H,3,10H2,1-2H3
",DTXCID407833
929-06-6,CASRN,DTXSID6027341,2-(2-Aminoethoxy)ethanol,929-06-6,GIAFURWZWWWBQT-UHFFFAOYSA-N,NCCOCCO,"InChI=1S/C4H11NO2/c5-1-3-7-4-2-6/h6H,1-5H2
",DTXCID907341
78418-01-6,CASRN,DTXSID801025584,2-Hydroxy-5-(1-oxooctyl)benzoic acid,78418-01-6,IXIGWKNBFPKCCD-UHFFFAOYSA-N,CCCCCCCC(=O)C1=CC(C(O)=O)=C(O)C=C1,"InChI=1S/C15H20O4/c1-2-3-4-5-6-7-13(16)11-8-9-14(17)12(10-11)15(18)19/h8-10,17H,2-7H2,1H3,(H,18,19)
",DTXCID501509842
53320-86-8,CASRN,DTXSID70890879,"Silicic acid, lithium magnesium sodium salt",53320-86-8,AINNEERUDVGOEP-UHFFFAOYSA-N,[Li+].[Na+].[Mg++].[O-][Si]([O-])([O-])[O-],"InChI=1S/Li.Mg.Na.O4Si/c;;;1-5(2,3)4/q+1;+2;+1;-4
",DTXCID601030127
80-70-6,CASRN,DTXSID2058835,"Guanidine, N,N,N',N'-tetramethyl-",80-70-6,KYVBNYUBXIEUFW-UHFFFAOYSA-N,CN(C)C(=N)N(C)C,"InChI=1S/C5H13N3/c1-7(2)5(6)8(3)4/h6H,1-4H3
",DTXCID7048168
1072-71-5,CASRN,DTXSID6040115,"2,5-Dimercapto-1,3,4-thiadiazole",1072-71-5,BIGYLAKFCGVRAN-UHFFFAOYSA-N,SC1=NN=C(S)S1,"InChI=1S/C2H2N2S3/c5-1-3-4-2(6)7-1/h(H,3,5)(H,4,6)
",DTXCID4020115
13676-53-4,CASRN,DTXSID601035884,"1,1'-(Benzene-1,3-diyldimethanediyl)bis(1H-pyrrole-2,5-dione)",13676-53-4,LYCKDYZIIOVFCX-UHFFFAOYSA-N,O=C1C=CC(=O)N1CC1=CC(CN2C(=O)C=CC2=O)=CC=C1,"InChI=1S/C16H12N2O4/c19-13-4-5-14(20)17(13)9-11-2-1-3-12(8-11)10-18-15(21)6-7-16(18)22/h1-8H,9-10H2
",DTXCID601520138
91995-68-5,CASRN,DTXSID001027324,"Extracts (petroleum), catalytic reformed light naphtha solvent",91995-68-5,N/A,N/A,N/A,N/A
65-31-6,CASRN,DTXSID401017270,Nicotine dihydrogen ditartrate,65-31-6,RFEJUZJILGIRHQ-OMDKHLBYSA-N,O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@]1(CCCN1C)C1=CN=CC=C1,"InChI=1S/C10H14N2.2C4H6O6/c1-12-7-3-5-10(12)9-4-2-6-11-8-9;2*5-1(3(7)8)2(6)4(9)10/h2,4,6,8,10H,3,5,7H2,1H3;2*1-2,5-6H,(H,7,8)(H,9,10)/t10-;2*1-,2-/m011/s1
",DTXCID501475467
151257-01-1,CASRN,DTXSID10436477,"2-Butyl-1,3-diazaspiro[4.4]non-1-en-4-one--hydrogen chloride (1/1)",151257-01-1,WWRHZLCKSVQRBG-UHFFFAOYSA-N,Cl.CCCCC1=NC2(CCCC2)C(=O)N1,"InChI=1S/C11H18N2O.ClH/c1-2-3-6-9-12-10(14)11(13-9)7-4-5-8-11;/h2-8H2,1H3,(H,12,13,14);1H
",DTXCID80387301
84066-92-2,CASRN,DTXSID001020261,"Formaldehyde, reaction products with ethylenediamine",84066-92-2,N/A,N/A,N/A,N/A
308831-93-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1072-15-7,CASRN,DTXSID7047487,Sodium nonyl sulfate,1072-15-7,FTWCSAMTIKSPAT-UHFFFAOYSA-M,[Na+].CCCCCCCCCOS([O-])(=O)=O,"InChI=1S/C9H20O4S.Na/c1-2-3-4-5-6-7-8-9-13-14(10,11)12;/h2-9H2,1H3,(H,10,11,12);/q;+1/p-1
",DTXCID5027487
35303-76-5,CASRN,DTXSID20188814,4-(2-Aminoethyl)benzenesulfonamide,35303-76-5,FXNSVEQMUYPYJS-UHFFFAOYSA-N,NCCC1=CC=C(C=C1)S(N)(=O)=O,"InChI=1S/C8H12N2O2S/c9-6-5-7-1-3-8(4-2-7)13(10,11)12/h1-4H,5-6,9H2,(H2,10,11,12)
",DTXCID80111305
97-05-2,CASRN,DTXSID7059145,"Benzoic acid, 2-hydroxy-5-sulfo-",97-05-2,YCPXWRQRBFJBPZ-UHFFFAOYSA-N,OC(=O)C1=C(O)C=CC(=C1)S(O)(=O)=O,"InChI=1S/C7H6O6S/c8-6-2-1-4(14(11,12)13)3-5(6)7(9)10/h1-3,8H,(H,9,10)(H,11,12,13)
",DTXCID1049015
3179-31-5,CASRN,DTXSID0062894,"1,2,4-Triazole-3-thiol",3179-31-5,AFBBKYQYNPNMAT-UHFFFAOYSA-N,SC1=NN=CN1,"InChI=1S/C2H3N3S/c6-2-3-1-4-5-2/h1H,(H2,3,4,5,6)
",DTXCID9038422
75-91-2,CASRN,DTXSID9024693,tert-Butyl hydroperoxide,75-91-2,CIHOLLKRGTVIJN-UHFFFAOYSA-N,CC(C)(C)OO,"InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3
",DTXCID504693
92484-48-5,CASRN,DTXSID00888244,"Benzenesulfonic acid, 3-(2H-benzotriazol-2-yl)-4-hydroxy-5-(1-methylpropyl)-, sodium salt (1:1)",92484-48-5,XTXADMXOEMEPAC-UHFFFAOYSA-M,[Na+].CCC(C)C1=C(O)C(=CC(=C1)S([O-])(=O)=O)N1N=C2C=CC=CC2=N1,"InChI=1/C16H17N3O4S.Na/c1-3-10(2)12-8-11(24(21,22)23)9-15(16(12)20)19-17-13-6-4-5-7-14(13)18-19;/h4-10,20H,3H2,1-2H3,(H,21,22,23);/q;+1/p-1
",DTXCID001027524
1173807-85-6,CASRN,DTXSID80693651,"Sulfuric acid--ethyl (1R,2S)-1-amino-2-ethenylcyclopropane-1-carboxylate (1/2)",1173807-85-6,KCWPGHMPJQDAAN-BLHVZGRBSA-N,OS(O)(=O)=O.CCOC(=O)[C@@]1(N)C[C@H]1C=C.CCOC(=O)[C@@]1(N)C[C@H]1C=C,"InChI=1S/2C8H13NO2.H2O4S/c2*1-3-6-5-8(6,9)7(10)11-4-2;1-5(2,3)4/h2*3,6H,1,4-5,9H2,2H3;(H2,1,2,3,4)/t2*6-,8-;/m11./s1
",DTXCID20644400
371756-75-1,CASRN,DTXSID00721889,"Hexasodium 2,2'-{ethene-1,2-diylbis[(3-sulfonato-4,1-phenylene)imino{6-[bis(2-hydroxypropyl)amino]-1,3,5-triazine-4,2-diyl}imino]}dibenzene-1,4-disulfonate",371756-75-1,AYMQVSYJLSBNAF-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)C1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(NC5=C(C=CC(=C5)S([O-])(=O)=O)S([O-])(=O)=O)=NC(=N4)N(CC(C)O)CC(C)O)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=C(C=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O)=N1,"InChI=1S/C44H52N12O22S6.6Na/c1-23(57)19-55(20-24(2)58)43-51-39(49-41(53-43)47-33-17-31(79(61,62)63)11-13-35(33)81(67,68)69)45-29-9-7-27(37(15-29)83(73,74)75)5-6-28-8-10-30(16-38(28)84(76,77)78)46-40-50-42(54-44(52-40)56(21-25(3)59)22-26(4)60)48-34-18-32(80(64,65)66)12-14-36(34)82(70,71)72;;;;;;/h5-18,23-26,57-60H,19-22H2,1-4H3,(H,61,62,63)(H,64,65,66)(H,67,68,69)(H,70,71,72)(H,73,74,75)(H,76,77,78)(H2,45,47,49,51,53)(H2,46,48,50,52,54);;;;;;/q;6*+1/p-6
",DTXCID90672634
52950-18-2,CASRN,DTXSID10369958,(R)-(-)-2-Chloromandelic acid,52950-18-2,RWOLDZZTBNYTMS-SSDOTTSWSA-N,O[C@@H](C(O)=O)C1=CC=CC=C1Cl,"InChI=1S/C8H7ClO3/c9-6-4-2-1-3-5(6)7(10)8(11)12/h1-4,7,10H,(H,11,12)/t7-/m1/s1
",DTXCID20320994
63139-21-9,CASRN,DTXSID30370243,4-Ethylphenylboronic acid,63139-21-9,RZCPLOMUUCFPQA-UHFFFAOYSA-N,CCC1=CC=C(C=C1)B(O)O,"InChI=1S/C8H11BO2/c1-2-7-3-5-8(6-4-7)9(10)11/h3-6,10-11H,2H2,1H3
",DTXCID70321279
68526-83-0,CASRN,DTXSID7029457,"Alcohols, C7-9-iso-, C8-rich",68526-83-0,N/A,N/A,N/A,N/A
77-90-7,CASRN,DTXSID2026446,Acetyl tributyl citrate,77-90-7,QZCLKYGREBVARF-UHFFFAOYSA-N,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,"InChI=1S/C20H34O8/c1-5-8-11-25-17(22)14-20(28-16(4)21,19(24)27-13-10-7-3)15-18(23)26-12-9-6-2/h5-15H2,1-4H3
",DTXCID006446
1227296-24-3,CASRN,DTXSID301011467,"Acetaldehyde, 2,2,2-trichloro-, reaction products with 2-butyne-1,4-diol",1227296-24-3,N/A,N/A,N/A,N/A
7646-93-7,CASRN,DTXSID8047715,Potassium bisulfate,7646-93-7,CHKVPAROMQMJNQ-UHFFFAOYSA-M,[K+].OS([O-])(=O)=O,"InChI=1S/K.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+1;/p-1
",DTXCID7027708
62439-42-3,CASRN,DTXSID90608635,"6-Hydroxy-2,6-dimethylheptanal",62439-42-3,RZMKWPVZPKIDLU-UHFFFAOYSA-N,CC(CCCC(C)(C)O)C=O,"InChI=1S/C9H18O2/c1-8(7-10)5-4-6-9(2,3)11/h7-8,11H,4-6H2,1-3H3
",DTXCID10559392
13473-90-0,CASRN,DTXSID7040318,Aluminum nitrate,13473-90-0,JLDSOYXADOWAKB-UHFFFAOYSA-N,[Al+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,"InChI=1S/Al.3NO3/c;3*2-1(3)4/q+3;3*-1
",DTXCID5020318
28015-99-8,CASRN,DTXSID30890810,"Naphthalenesulfonic acid, dinonyl-, magnesium salt (2:1)",28015-99-8,QGEKBXUETMOETP-UHFFFAOYSA-L,[Mg++].CCCCCCCCCC1=CC2=CC=CC=C2C(=C1CCCCCCCCC)S([O-])(=O)=O.CCCCCCCCCC1=CC2=CC=CC=C2C(=C1CCCCCCCCC)S([O-])(=O)=O,"InChI=1S/2C28H44O3S.Mg/c2*1-3-5-7-9-11-13-15-19-24-23-25-20-17-18-22-27(25)28(32(29,30)31)26(24)21-16-14-12-10-8-6-4-2;/h2*17-18,20,22-23H,3-16,19,21H2,1-2H3,(H,29,30,31);/q;;+2/p-2
",DTXCID601030058
1359994-45-8,CASRN,DTXSID00889296,"1-Cyclohexene-1-butanol, .gamma.-methyl-",1359994-45-8,IOGBYRZHTZYOQL-UHFFFAOYSA-N,CC(CCO)CC1=CCCCC1,"InChI=1/C11H20O/c1-10(7-8-12)9-11-5-3-2-4-6-11/h5,10,12H,2-4,6-9H2,1H3
",DTXCID701028559
68139-30-0,CASRN,DTXSID7029409,"1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-, N-coco acyl derivs., inner salts",68139-30-0,N/A,N/A,N/A,N/A
1026988-42-0,CASRN,DTXSID801019428,"Benzoic acid, 2,​2'-​[(2,​4-​dihydroxy-​1,​3-​phenylene)​bis(2,​1-​diazenediyl)​]​bis-​, 1,​1'-​bis[2-​(dimethylamino)​ethyl] ester, methanesulfonate (1:2)",1026988-42-0,SQAOUGKGFPOYFZ-UHFFFAOYSA-N,CS(O)(=O)=O.CS(O)(=O)=O.CN(C)CCOC(=O)C1=C(C=CC=C1)N=NC1=CC=C(O)C(N=NC2=C(C=CC=C2)C(=O)OCCN(C)C)=C1O,"InChI=1S/C28H32N6O6.2CH4O3S/c1-33(2)15-17-39-27(37)19-9-5-7-11-21(19)29-31-23-13-14-24(35)25(26(23)36)32-30-22-12-8-6-10-20(22)28(38)40-18-16-34(3)4;2*1-5(2,3)4/h5-14,35-36H,15-18H2,1-4H3;2*1H3,(H,2,3,4)
",DTXCID001477399
171054-89-0,CASRN,DTXSID50889064,"Benzenebutanoic acid, 4-methyl-.gamma.-oxo-, compd. with 4-ethylmorpholine (2:1)",171054-89-0,LTDBNNIHGJYJQO-UHFFFAOYSA-N,CCN1CCOCC1.CC1=CC=C(C=C1)C(=O)CCC(O)=O.CC1=CC=C(C=C1)C(=O)CCC(O)=O,"InChI=1S/2C11H12O3.C6H13NO/c2*1-8-2-4-9(5-3-8)10(12)6-7-11(13)14;1-2-7-3-5-8-6-4-7/h2*2-5H,6-7H2,1H3,(H,13,14);2-6H2,1H3
",DTXCID301028333
61789-32-0,CASRN,DTXSID6028070,Sodium cocoyl isethionate,61789-32-0,N/A,N/A,N/A,N/A
1187204-08-5,CASRN,DTXSID801069009,"Alcohols, C12-18, reaction products with D-glucose",1187204-08-5,N/A,N/A,N/A,N/A
5660-53-7,CASRN,DTXSID00884180,"1,3-Dioxolane-4-methanol, 2-methyl-2-(2-methylpropyl)-",5660-53-7,DFDWGIZZMBNYBV-UHFFFAOYSA-N,CC(C)CC1(C)OCC(CO)O1,"InChI=1/C9H18O3/c1-7(2)4-9(3)11-6-8(5-10)12-9/h7-8,10H,4-6H2,1-3H3
",DTXCID301023640
120498-03-5,Deleted CAS-RN,DTXSID30106448,"1,3-Propanediamine, N1,N1'-1,2-ethanediylbis-, polymer with 2,4,6-trichloro-1,3,5-triazine, reaction products with N-butyl-2,2,6,6-tetramethyl-4-piperidinamine",136504-96-6,N/A,N/A,N/A,N/A
1062580-52-2,CASRN,DTXSID60909964,"1-Benzyl-N,4-dimethylpiperidin-3-amine--hydrogen chloride (1/2)",1062580-52-2,CVQNXCBXFOIHLH-DAIKJZOUSA-N,Cl.Cl.[H][C@@]1(C)CCN(CC2=CC=CC=C2)C[C@]1([H])NC,"InChI=1S/C14H22N2.2ClH/c1-12-8-9-16(11-14(12)15-2)10-13-6-4-3-5-7-13;;/h3-7,12,14-15H,8-11H2,1-2H3;2*1H/t12-,14+;;/m1../s1
",DTXCID801339022
144-19-4,CASRN,DTXSID8027113,"2,2,4-Trimethyl-1,3-pentanediol",144-19-4,JCTXKRPTIMZBJT-UHFFFAOYSA-N,CC(C)C(O)C(C)(C)CO,"InChI=1/C8H18O2/c1-6(2)7(10)8(3,4)5-9/h6-7,9-10H,5H2,1-4H3
",DTXCID407113
7397-46-8,CASRN,DTXSID501014679,Diethylmethoxyborane,7397-46-8,FESAXEDIWWXCNG-UHFFFAOYSA-N,CCB(CC)OC,"InChI=1S/C5H13BO/c1-4-6(5-2)7-3/h4-5H2,1-3H3
",DTXCID401437216
157357-30-7,CASRN,DTXSID801036014,cis-2- Pentylcyclopentanol,157357-30-7,MWYGSCHWFNRSET-NLJMKPLXNA-N,CCCCC[C@H]1CCC[C@H]1O,"InChI=1/C10H20O/c1-2-3-4-6-9-7-5-8-10(9)11/h9-11H,2-8H2,1H3/t9-,10+/s2
",DTXCID201520243
12607-70-4,CASRN,DTXSID7051638,Nickel carbonate hydroxide (Ni3(CO3)(OH)4),12607-70-4,ATYNVYNPWGEMMI-UHFFFAOYSA-H,[OH-].[OH-].[OH-].[OH-].[Ni++].[Ni++].[Ni++].[O-]C([O-])=O,"InChI=1S/CH2O3.3Ni.4H2O/c2-1(3)4;;;;;;;/h(H2,2,3,4);;;;4*1H2/q;3*+2;;;;/p-6
",DTXCID2030190
14064-10-9,CASRN,DTXSID2022258,Diethyl chloromalonate,14064-10-9,WLWCQKMQYZFTDR-UHFFFAOYSA-N,CCOC(=O)C(Cl)C(=O)OCC,"InChI=1S/C7H11ClO4/c1-3-11-6(9)5(8)7(10)12-4-2/h5H,3-4H2,1-2H3
",DTXCID302258
123-91-1,CASRN,DTXSID4020533,"1,4-Dioxane",123-91-1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,"InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2
",DTXCID00533
107-14-2,CASRN,DTXSID7021524,Chloroacetonitrile,107-14-2,RENMDAKOXSCIGH-UHFFFAOYSA-N,ClCC#N,"InChI=1S/C2H2ClN/c3-1-2-4/h1H2
",DTXCID301524
156-57-0,CASRN,DTXSID8045779,Cysteamine hydrochloride,156-57-0,OGMADIBCHLQMIP-UHFFFAOYSA-N,Cl.NCCS,"InChI=1S/C2H7NS.ClH/c3-1-2-4;/h4H,1-3H2;1H
",DTXCID6025779
