INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
68425-34-3,CASRN,DTXSID1028497,"Petrolatum, petroleum, oxidized, calcium salt",68425-34-3,N/A,N/A,N/A,N/A
924-50-5,CASRN,DTXSID1061283,"2-Butenoic acid, 3-methyl-, methyl ester",924-50-5,FZIBCCGGICGWBP-UHFFFAOYSA-N,COC(=O)C=C(C)C,"InChI=1S/C6H10O2/c1-5(2)4-6(7)8-3/h4H,1-3H3
",DTXCID2048795
120-47-8,CASRN,DTXSID9022528,Ethylparaben,120-47-8,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCOC(=O)C1=CC=C(O)C=C1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3
",DTXCID002528
38680-83-0,CASRN,DTXSID50191977,"9beta,11beta-Epoxy-17,21-dihydroxypregna-1,4-diene-3,20-dione 21-acetate",38680-83-0,DBNHODAAFAHQNY-WWUWEVONSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]33O[C@H]3C[C@]12C,"InChI=1S/C23H28O6/c1-13(24)28-12-18(26)22(27)9-7-16-17-5-4-14-10-15(25)6-8-20(14,2)23(17)19(29-23)11-21(16,22)3/h6,8,10,16-17,19,27H,4-5,7,9,11-12H2,1-3H3/t16-,17-,19-,20-,21-,22-,23+/m0/s1
",DTXCID90114468
93762-77-7,CASRN,DTXSID001056224,"Alkenes, C11-14",93762-77-7,N/A,N/A,N/A,N/A
90388-00-4,CASRN,DTXSID401065217,"Heptadecanol, branched and linear",90388-00-4,N/A,N/A,N/A,N/A
1391764-61-6,CASRN,DTXSID701020579,"Benzamide, N,​N-​dibutyl-​4-​[4-​(4-​chlorophenyl)​-​2,​3,​5,​6-​tetrahydro-​3,​6-​dioxopyrrolo[3,​4-​c]​pyrrol-​1-​yl]​-",1391764-61-6,GYYPLVCFHMWXBN-UHFFFAOYSA-N,CCCCN(CCCC)C(=O)C1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(Cl)C=C1,"InChI=1S/C27H28ClN3O3/c1-3-5-15-31(16-6-4-2)27(34)19-9-7-17(8-10-19)23-21-22(26(33)29-23)24(30-25(21)32)18-11-13-20(28)14-12-18/h7-14H,3-6,15-16H2,1-2H3,(H,29,33)(H,30,32)
",DTXCID201478355
110057-45-9,CASRN,DTXSID70888837,"Acetonitrile, 2,2',2'',2'''-(1,3-propanediyldinitrilo)tetrakis-",110057-45-9,KSCJDIGKTDTGDE-UHFFFAOYSA-N,N#CCN(CCCN(CC#N)CC#N)CC#N,"InChI=1S/C11H14N6/c12-2-8-16(9-3-13)6-1-7-17(10-4-14)11-5-15/h1,6-11H2
",DTXCID701028109
92045-64-2,CASRN,DTXSID501027329,"Hydrocarbons, C6-7, naphtha-cracking, solvent-refined",92045-64-2,N/A,N/A,N/A,N/A
31775-20-9,CASRN,DTXSID40885515,C.I. Pigment Yellow 152,31775-20-9,LNBRYDZEIVHGHO-UHFFFAOYSA-N,CCOC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC=C(N=NC(C(C)=O)C(=O)NC3=CC=C(OCC)C=C3)C(Cl)=C2)C(C)=O)C=C1,"InChI=1/C36H34Cl2N6O6/c1-5-49-27-13-9-25(10-14-27)39-35(47)33(21(3)45)43-41-31-17-7-23(19-29(31)37)24-8-18-32(30(38)20-24)42-44-34(22(4)46)36(48)40-26-11-15-28(16-12-26)50-6-2/h7-20,33-34H,5-6H2,1-4H3,(H,39,47)(H,40,48)
",DTXCID601024885
153719-38-1,CASRN,DTXSID30447146,"N-(3-Methyl-3,6-dihydro-2H-1,3,5-oxadiazin-4-yl)nitramide",153719-38-1,GAYLOVDFGKQKCJ-UHFFFAOYSA-N,CN1COCN=C1N[N+]([O-])=O,"InChI=1S/C4H8N4O3/c1-7-3-11-2-5-4(7)6-8(9)10/h2-3H2,1H3,(H,5,6)
",DTXCID00397967
94441-92-6,CASRN,DTXSID60888740,".beta.-Alanine, N-(2-carboxyethyl)-N-(2-ethylhexyl)-, sodium salt (1:1)",94441-92-6,WVQFKDGIJVWORA-UHFFFAOYSA-M,[Na+].CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O,"InChI=1/C14H27NO4.Na/c1-3-5-6-12(4-2)11-15(9-7-13(16)17)10-8-14(18)19;/h12H,3-11H2,1-2H3,(H,16,17)(H,18,19);/q;+1/p-1
",DTXCID701028016
1305113-15-8,CASRN,DTXSID601035860,"1,4:3,6-Dianhydro-2,5-bis-O-(diphenoxyphosphoryl)-D-glucitol",1305113-15-8,KZGIAKZTZNBGFA-GOGZTAQTSA-N,[H][C@]1(CO[C@]2([H])[C@]([H])(CO[C@]12[H])OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1)OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,"InChI=1S/C30H28O10P2/c31-41(35-23-13-5-1-6-14-23,36-24-15-7-2-8-16-24)39-27-21-33-30-28(22-34-29(27)30)40-42(32,37-25-17-9-3-10-18-25)38-26-19-11-4-12-20-26/h1-20,27-30H,21-22H2/t27-,28+,29-,30-/m1/s1
",DTXCID501520123
609-66-5,CASRN,DTXSID3052278,2-Chlorobenzamide,609-66-5,RBGDLYUEXLWQBZ-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1Cl,"InChI=1S/C7H6ClNO/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H2,9,10)
",DTXCID7030850
49707-23-5,CASRN,DTXSID701045002,"N-(2,2-Dimethoxyethyl)-2-propenamide",49707-23-5,CMMYGCUEJWTBCG-UHFFFAOYSA-N,COC(CNC(=O)C=C)OC,"InChI=1S/C7H13NO3/c1-4-6(9)8-5-7(10-2)11-3/h4,7H,1,5H2,2-3H3,(H,8,9)
",DTXCID90110324
53320-86-8,CASRN,DTXSID70890879,"Silicic acid, lithium magnesium sodium salt",53320-86-8,AINNEERUDVGOEP-UHFFFAOYSA-N,[Li+].[Na+].[Mg++].[O-][Si]([O-])([O-])[O-],"InChI=1S/Li.Mg.Na.O4Si/c;;;1-5(2,3)4/q+1;+2;+1;-4
",DTXCID601030127
91995-68-5,CASRN,DTXSID001027324,"Extracts (petroleum), catalytic reformed light naphtha solvent",91995-68-5,N/A,N/A,N/A,N/A
12060-00-3,CASRN,DTXSID1093963,Lead titanium oxide (PbTiO3),12060-00-3,NKZSPGSOXYXWQA-UHFFFAOYSA-N,[Pb++].[O-][Ti]([O-])=O,"InChI=1S/3O.Pb.Ti/q;2*-1;+2;
",DTXCID801017822
14302-13-7,CASRN,DTXSID3025912,C.I. Pigment green 36,14302-13-7,JRJLLXQDXANQEC-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)=C(Br)C2=C1\C1=N\C3=C4C(=C5\N=C6/N=C(/N=C7\N([Cu]N35)\C(=N/C2=N1)C1=C7C(Br)=C(Cl)C(Br)=C1Cl)C1=C6C(Cl)=C(Cl)C(Br)=C1Cl)C(Br)=C(Cl)C(Br)=C4Cl,"InChI=1S/C32Br6Cl10N8.Cu/c33-9-1-4(15(39)12(36)20(9)44)28-49-25(1)53-31-7-8(18(42)23(47)14(38)17(7)41)32(56-31)54-26-2-5(16(40)13(37)21(45)10(2)34)29(50-26)55-30-6-3(27(51-28)52-30)11(35)22(46)24(48)19(6)43;/q-2;+2
",DTXCID405912
90640-82-7,CASRN,DTXSID001020330,"Anthracene oil, anthracene-low",90640-82-7,N/A,N/A,N/A,N/A
58190-57-1,CASRN,DTXSID101045004,"2-Propanone, 2,2′,2′′-[O,O′,O′′-(ethylsilylidyne)trioxime]",58190-57-1,WJXSOVAGEAAECT-UHFFFAOYSA-N,CC[Si](ON=C(C)C)(ON=C(C)C)ON=C(C)C,"InChI=1S/C11H23N3O3Si/c1-8-18(15-12-9(2)3,16-13-10(4)5)17-14-11(6)7/h8H2,1-7H3
",DTXCID301526949
13769-81-8,CASRN,DTXSID90893968,Iron molybdate(VI) (Fe2(MoO4)3),13769-81-8,CAPLVVFQZZGBPH-UHFFFAOYSA-N,[Fe+3].[Fe+3].[O-][Mo]([O-])(=O)=O.[O-][Mo]([O-])(=O)=O.[O-][Mo]([O-])(=O)=O,"InChI=1S/2Fe.3Mo.12O/q2*+3;;;;;;;;;;6*-1
",DTXCID701764347
103-48-0,CASRN,DTXSID7044764,2-Phenylethyl 2-methylpropanoate,103-48-0,JDQVBGQWADMTAM-UHFFFAOYSA-N,CC(C)C(=O)OCCC1=CC=CC=C1,"InChI=1S/C12H16O2/c1-10(2)12(13)14-9-8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3
",DTXCID5024764
9003-29-6,CASRN,DTXSID2034831,Polybutene,9003-29-6,N/A,N/A,N/A,N/A
621-62-5,CASRN,DTXSID4060735,"Ethane, 2-chloro-1,1-diethoxy-",621-62-5,OVXJWSYBABKZMD-UHFFFAOYSA-N,CCOC(CCl)OCC,"InChI=1S/C6H13ClO2/c1-3-8-6(5-7)9-4-2/h6H,3-5H2,1-2H3
",DTXCID8043230
12389-75-2,CASRN,DTXSID0065305,"Ferrate(2-), [rel-[N(R)]-N-[2-[bis[(carboxy-.kappa.O)methyl]amino-.kappa.N]ethyl]-N-[2-[(S)-[(carboxy-.kappa.O)methyl](carboxymethyl)amino-.kappa.N]ethyl]glycinato(5-)-.kappa.N,.kappa.O]-, sodium hydrogen (1:1:1), (PB-7-13-12564)-",12389-75-2,UEHRTZASQAWUOJ-UHFFFAOYSA-J,[Na+].[Fe+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,"InChI=1S/C14H23N3O10.Fe.Na/c18-10(19)5-15(1-3-16(6-11(20)21)7-12(22)23)2-4-17(8-13(24)25)9-14(26)27;;/h1-9H2,(H,18,19)(H,20,21)(H,22,23)(H,24,25)(H,26,27);;/q;+3;+1/p-4
",DTXCID8033805
1072957-71-1,CASRN,DTXSID8057930,Benzovindiflupyr,1072957-71-1,CCCGEKHKTPTUHJ-UHFFFAOYSA-N,CN1C=C(C(=O)NC2=C3C4CCC(C3=CC=C2)C4=C(Cl)Cl)C(=N1)C(F)F,"InChI=1/C18H15Cl2F2N3O/c1-25-7-11(15(24-25)17(21)22)18(26)23-12-4-2-3-8-9-5-6-10(13(8)12)14(9)16(19)20/h2-4,7,9-10,17H,5-6H2,1H3,(H,23,26)
",DTXCID9031698
28015-99-8,CASRN,DTXSID30890810,"Naphthalenesulfonic acid, dinonyl-, magnesium salt (2:1)",28015-99-8,QGEKBXUETMOETP-UHFFFAOYSA-L,[Mg++].CCCCCCCCCC1=CC2=CC=CC=C2C(=C1CCCCCCCCC)S([O-])(=O)=O.CCCCCCCCCC1=CC2=CC=CC=C2C(=C1CCCCCCCCC)S([O-])(=O)=O,"InChI=1S/2C28H44O3S.Mg/c2*1-3-5-7-9-11-13-15-19-24-23-25-20-17-18-22-27(25)28(32(29,30)31)26(24)21-16-14-12-10-8-6-4-2;/h2*17-18,20,22-23H,3-16,19,21H2,1-2H3,(H,29,30,31);/q;;+2/p-2
",DTXCID601030058
4433-79-8,CASRN,DTXSID5029265,"4'-Chloro-2',5'-dimethoxyacetoacetanilide",4433-79-8,MOUVJGIRLPZEES-UHFFFAOYSA-N,COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl,"InChI=1S/C12H14ClNO4/c1-7(15)4-12(16)14-9-6-10(17-2)8(13)5-11(9)18-3/h5-6H,4H2,1-3H3,(H,14,16)
",DTXCID109265
120498-03-5,Deleted CAS-RN,DTXSID30106448,"1,3-Propanediamine, N1,N1'-1,2-ethanediylbis-, polymer with 2,4,6-trichloro-1,3,5-triazine, reaction products with N-butyl-2,2,6,6-tetramethyl-4-piperidinamine",136504-96-6,N/A,N/A,N/A,N/A
939961-06-5,CASRN,DTXSID901036629,"Benzamide, 3-amino-N-[4-(aminocarbonyl)phenyl]-4-methoxy-, hydrochloride (1:x)",939961-06-5,N/A,N/A,N/A,N/A
101-97-3,CASRN,DTXSID6044353,Ethyl phenylacetate,101-97-3,DULCUDSUACXJJC-UHFFFAOYSA-N,CCOC(=O)CC1=CC=CC=C1,"InChI=1S/C10H12O2/c1-2-12-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3
",DTXCID4024353
27676-62-6,CASRN,DTXSID0027935,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-",27676-62-6,VNQNXQYZMPJLQX-UHFFFAOYSA-N,CC(C)(C)C1=CC(CN2C(=O)N(CC3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)C(=O)N(CC3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)C2=O)=CC(=C1O)C(C)(C)C,"InChI=1S/C48H69N3O6/c1-43(2,3)31-19-28(20-32(37(31)52)44(4,5)6)25-49-40(55)50(26-29-21-33(45(7,8)9)38(53)34(22-29)46(10,11)12)42(57)51(41(49)56)27-30-23-35(47(13,14)15)39(54)36(24-30)48(16,17)18/h19-24,52-54H,25-27H2,1-18H3
",DTXCID407935
7790-76-3,CASRN,DTXSID50872512,Calcium pyrophosphate,7790-76-3,JUNWLZAGQLJVLR-UHFFFAOYSA-J,[Ca++].[Ca++].[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/2Ca.H4O7P2/c;;1-8(2,3)7-9(4,5)6/h;;(H2,1,2,3)(H2,4,5,6)/q2*+2;/p-4
",DTXCID40820163
1941-30-6,CASRN,DTXSID9026130,Tetrapropylammonium bromide,1941-30-6,BGQMOFGZRJUORO-UHFFFAOYSA-M,[Br-].CCC[N+](CCC)(CCC)CCC,"InChI=1S/C12H28N.BrH/c1-5-9-13(10-6-2,11-7-3)12-8-4;/h5-12H2,1-4H3;1H/q+1;/p-1
",DTXCID706130
68610-86-6,CASRN,DTXSID10100500,C.I. Pigment Yellow 127,68610-86-6,N/A,N/A,N/A,N/A
2212-81-9,CASRN,DTXSID50862872,"1,1'-[1,3-Phenylenebis(1-methylethylidene)]bis[2-(1,1-dimethylethyl) peroxide]",2212-81-9,UBRWPVTUQDJKCC-UHFFFAOYSA-N,CC(C)(C)OOC(C)(C)C1=CC(=CC=C1)C(C)(C)OOC(C)(C)C,"InChI=1S/C20H34O4/c1-17(2,3)21-23-19(7,8)15-12-11-13-16(14-15)20(9,10)24-22-18(4,5)6/h11-14H,1-10H3
",DTXCID20811579
68516-18-7,CASRN,DTXSID9028673,"Decene, hydroformylation products",68516-18-7,N/A,N/A,N/A,N/A
91081-64-0,CASRN,DTXSID401026392,"Slags, ilmenite electrothermal smelting",91081-64-0,N/A,N/A,N/A,N/A
1186514-12-4,CASRN,DTXSID801022904,"Castor oil, reaction products with soybean oil",1186514-12-4,N/A,N/A,N/A,N/A
89-98-5,CASRN,DTXSID5024764,2-Chlorobenzaldehyde,89-98-5,FPYUJUBAXZAQNL-UHFFFAOYSA-N,ClC1=C(C=O)C=CC=C1,"InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H
",DTXCID204764
219715-34-1,CASRN,DTXSID20889132,"Pyridine, 2-methoxy-4-(trifluoromethyl)-",219715-34-1,BYGXVIBRFSQTPY-UHFFFAOYSA-N,COC1=CC(=CC=N1)C(F)(F)F,"InChI=1S/C7H6F3NO/c1-12-6-4-5(2-3-11-6)7(8,9)10/h2-4H,1H3
",DTXCID901028400
147256-33-5,CASRN,DTXSID30106685,"Fatty acids, C18-unsatd., dimers, mixed esters with oleic acid and trimethylolpropane",147256-33-5,N/A,N/A,N/A,N/A
130201-55-7,CASRN,DTXSID70890455,"Benzenesulfonic acid, 3,3'-[[6-(4-morpholinyl)-1,3,5-triazine-2,4-diyl]bis[imino[2-(acetylamino)-4,1-phenylene]-2,1-diazenediyl]]bis-, sodium salt (1:2)",130201-55-7,YZBBSFQXWRJDPR-UHFFFAOYSA-L,[Na+].[Na+].CC(=O)NC1=C(C=CC(NC2=NC(=NC(NC3=CC(NC(C)=O)=C(C=C3)N=NC3=CC=CC(=C3)S([O-])(=O)=O)=N2)N2CCOCC2)=C1)N=NC1=CC=CC(=C1)S([O-])(=O)=O,"InChI=1S/C35H34N12O9S2.2Na/c1-21(48)36-31-19-23(9-11-29(31)45-43-25-5-3-7-27(17-25)57(50,51)52)38-33-40-34(42-35(41-33)47-13-15-56-16-14-47)39-24-10-12-30(32(20-24)37-22(2)49)46-44-26-6-4-8-28(18-26)58(53,54)55;;/h3-12,17-20H,13-16H2,1-2H3,(H,36,48)(H,37,49)(H,50,51,52)(H,53,54,55)(H2,38,39,40,41,42);;/q;2*+1/p-2
",DTXCID701029707
155522-14-8,CASRN,DTXSID001013890,"2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-(ethylphenylamino)-1,3,5-triazin-2-yl]amino]-3-[2-[5-[(2,3-dibromo-1-oxopropyl)amino]-2-sulfophenyl]diazenyl]-4-hydroxy-, sodium salt (1:x)",155522-14-8,N/A,N/A,N/A,N/A
104797-47-9,CASRN,DTXSID901035669,S-2-Benzothiazolyl (Z)-2-(2-aminothiazol-4-yl) -2-acetyloxyiminothioacetate,104797-47-9,YFYDYMYITUSDEE-WQRHYEAKSA-N,CC(=O)O\N=C(/C(=O)SC1=NC2=C(S1)C=CC=C2)C1=CSC(N)=N1,"InChI=1S/C14H10N4O3S3/c1-7(19)21-18-11(9-6-22-13(15)16-9)12(20)24-14-17-8-4-2-3-5-10(8)23-14/h2-6H,1H3,(H2,15,16)/b18-11-
",DTXCID301519980
111-90-0,CASRN,DTXSID2021941,2-(2-Ethoxyethoxy)ethanol,111-90-0,XXJWXESWEXIICW-UHFFFAOYSA-N,CCOCCOCCO,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3
",DTXCID501941
242482-67-3,CASRN,DTXSID501019598,"tris(2-Hydroxyethyl)ammonium 6-(3,5,5-trimethylhexanamido)hexanoate",242482-67-3,NNTUNQQSOIOHIG-UHFFFAOYSA-N,OCC[NH+](CCO)CCO.CC(CC(=O)NCCCCCC([O-])=O)CC(C)(C)C,"InChI=1/C15H29NO3.C6H15NO3/c1-12(11-15(2,3)4)10-13(17)16-9-7-5-6-8-14(18)19;8-4-1-7(2-5-9)3-6-10/h12H,5-11H2,1-4H3,(H,16,17)(H,18,19);8-10H,1-6H2
",DTXCID801477543
44992-01-0,CASRN,DTXSID2028016,2-(Dimethylamino)ethyl acrylate methochloride,44992-01-0,FZGFBJMPSHGTRQ-UHFFFAOYSA-M,[Cl-].C[N+](C)(C)CCOC(=O)C=C,"InChI=1S/C8H16NO2.ClH/c1-5-8(10)11-7-6-9(2,3)4;/h5H,1,6-7H2,2-4H3;1H/q+1;/p-1
",DTXCID508016
64-17-5,CASRN,DTXSID9020584,Ethanol,64-17-5,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3
",DTXCID30584
1514-82-5,CASRN,DTXSID80883575,"1-Propene, 2-bromo-3,3,3-trifluoro-",1514-82-5,QKBKGNDTLQFSEU-UHFFFAOYSA-N,FC(F)(F)C(Br)=C,"InChI=1S/C3H2BrF3/c1-2(4)3(5,6)7/h1H2
",DTXCID701023092
6410-38-4,CASRN,DTXSID0064335,"4-((2,5-Dichlorophenyl)azo)-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide",6410-38-4,IBVDQFFVBKPVPB-UHFFFAOYSA-N,COC1=C(NC(=O)C2=C(O)C(N=NC3=C(Cl)C=CC(Cl)=C3)=C3C=CC=CC3=C2)C=CC=C1,"InChI=1S/C24H17Cl2N3O3/c1-32-21-9-5-4-8-19(21)27-24(31)17-12-14-6-2-3-7-16(14)22(23(17)30)29-28-20-13-15(25)10-11-18(20)26/h2-13,30H,1H3,(H,27,31)
",DTXCID6044222
112-91-4,CASRN,DTXSID3026934,(Z)-9-Octadecenenitrile,112-91-4,UIAMCVSNZQYIQS-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCC#N,"InChI=1S/C18H33N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h9-10H,2-8,11-17H2,1H3/b10-9-
",DTXCID906934
12124-97-9,CASRN,DTXSID8035681,Ammonium bromide,12124-97-9,SWLVFNYSXGMGBS-UHFFFAOYSA-N,[NH4+].[Br-],"InChI=1S/BrH.H3N/h1H;1H3
",DTXCID6015681
68334-05-4,CASRN,DTXSID7097858,"Fatty acids, C18-unsatd., dimers, 2-ethylhexyl esters",68334-05-4,N/A,N/A,N/A,N/A
2517-43-3,CASRN,DTXSID0044812,3-Methoxybutan-1-ol,2517-43-3,JSGVZVOGOQILFM-UHFFFAOYSA-N,COC(C)CCO,"InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3
",DTXCID8024812
64742-71-8,CASRN,DTXSID1028233,"Paraffin oils, petroleum, catalytic dewaxed light",64742-71-8,N/A,N/A,N/A,N/A
73963-42-5,CASRN,DTXSID20459132,5-(4-Chlorobutyl)-1-cyclohexyl-1H-tetrazole,73963-42-5,INTQSGGUSUSCTJ-UHFFFAOYSA-N,ClCCCCC1=NN=NN1C1CCCCC1,"InChI=1S/C11H19ClN4/c12-9-5-4-8-11-13-14-15-16(11)10-6-2-1-3-7-10/h10H,1-9H2
",DTXCID80409951
68424-38-4,CASRN,DTXSID6028490,"Fatty acids, C16-18, sodium salts",68424-38-4,N/A,N/A,N/A,N/A
41506-62-1,CASRN,DTXSID4068323,"2-Naphthalenecarboxamide, N-[4-(acetylamino)phenyl]-3-hydroxy-",41506-62-1,MSRUOXBBGPWHEG-UHFFFAOYSA-N,CC(=O)NC1=CC=C(NC(=O)C2=C(O)C=C3C=CC=CC3=C2)C=C1,"InChI=1S/C19H16N2O3/c1-12(22)20-15-6-8-16(9-7-15)21-19(24)17-10-13-4-2-3-5-14(13)11-18(17)23/h2-11,23H,1H3,(H,20,22)(H,21,24)
",DTXCID5039937
4904-61-4,CASRN,DTXSID8027581,"1,5,9-Cyclododecatriene",4904-61-4,ZOLLIQAKMYWTBR-UHFFFAOYSA-N,C1CC=CCCC=CCCC=C1,"InChI=1S/C12H18/c1-2-4-6-8-10-12-11-9-7-5-3-1/h1-2,7-10H,3-6,11-12H2
",DTXCID5065308
222408-90-4,CASRN,DTXSID20904839,"2-[2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-1,2,4-triazolidine-3-thione",222408-90-4,PCARSQBZDYOIPU-UHFFFAOYSA-N,OC(CN1NCNC1=S)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1,"InChI=1/C14H17Cl2N3OS/c15-11-4-2-1-3-10(11)7-14(20,13(16)5-6-13)8-19-12(21)17-9-18-19/h1-4,18,20H,5-9H2,(H,17,21)
",DTXCID801333955
92045-60-8,CASRN,DTXSID101027327,"Naphtha (petroleum), light, C5-rich, sweetened",92045-60-8,N/A,N/A,N/A,N/A
105-95-3,CASRN,DTXSID1044774,"1,4-Dioxacycloheptadecane-5,17-dione",105-95-3,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,O=C1CCCCCCCCCCCC(=O)OCCO1,"InChI=1S/C15H26O4/c16-14-10-8-6-4-2-1-3-5-7-9-11-15(17)19-13-12-18-14/h1-13H2
",DTXCID9024774
66922-99-4,CASRN,DTXSID90872571,Tripotassium trihydrogen phosphate dihydrate,66922-99-4,NNJICBPXASEYJE-UHFFFAOYSA-K,O.O.[K+].[K+].[K+].OP(O)([O-])=O.OP([O-])([O-])=O,"InChI=1S/3K.2H3O4P.2H2O/c;;;2*1-5(2,3)4;;/h;;;2*(H3,1,2,3,4);2*1H2/q3*+1;;;;/p-3
",DTXCID10820216
1474044-86-4,CASRN,DTXSID701068234,"Nonanoic acid, 2-oxiranylmethyl ester, branched",1474044-86-4,N/A,N/A,N/A,N/A
15571-58-1,CASRN,DTXSID8029735,Dioctyltinbis(2-ethylhexyl mercaptoacetate),15571-58-1,VXGIVDFKZKMKQO-UHFFFAOYSA-L,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC,"InChI=1/2C10H20O2S.2C8H17.Sn/c2*1-3-5-6-9(4-2)7-12-10(11)8-13;2*1-3-5-7-8-6-4-2;/h2*9,13H,3-8H2,1-2H3;2*1,3-8H2,2H3;/q;;;;+2/p-2
",DTXCID209735
144447-11-0,CASRN,DTXSID101020119,4-Methoxyphenyl 4-(4-(2-oxiranyl)butoxy)benzoate,144447-11-0,GUVONCNNLQOJHV-UHFFFAOYSA-N,COC1=CC=C(OC(=O)C2=CC=C(OCCCCC3CO3)C=C2)C=C1,"InChI=1/C20H22O5/c1-22-16-9-11-18(12-10-16)25-20(21)15-5-7-17(8-6-15)23-13-3-2-4-19-14-24-19/h5-12,19H,2-4,13-14H2,1H3
",DTXCID501477956
64741-87-3,CASRN,DTXSID4028171,"Naphtha, petroleum, sweetened",64741-87-3,N/A,N/A,N/A,N/A
1001416-18-7,CASRN,DTXSID40108675,"1-Propanone, 2-hydroxy-2-methyl-, 1-(4-C10-13-alkylphenyl) derivs.",1001416-18-7,N/A,N/A,N/A,N/A
13482-22-9,CASRN,DTXSID00337621,4-Hydroxycyclohexanone,13482-22-9,BXBJZYXQHHPVGO-UHFFFAOYSA-N,OC1CCC(=O)CC1,"InChI=1S/C6H10O2/c7-5-1-2-6(8)4-3-5/h5,7H,1-4H2
",DTXCID80288708
108-90-7,CASRN,DTXSID4020298,Chlorobenzene,108-90-7,MVPPADPHJFYWMZ-UHFFFAOYSA-N,ClC1=CC=CC=C1,"InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H
",DTXCID40298
627-93-0,CASRN,DTXSID8025096,Dimethyl adipate,627-93-0,UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3
",DTXCID605096
64741-88-4,CASRN,DTXSID9028172,"Distillates, petroleum, solvent-refined heavy paraffinic",64741-88-4,N/A,N/A,N/A,N/A
18395-30-7,CASRN,DTXSID1066366,"Silane, trimethoxy(2-methylpropyl)-",18395-30-7,XYJRNCYWTVGEEG-UHFFFAOYSA-N,CO[Si](CC(C)C)(OC)OC,"InChI=1S/C7H18O3Si/c1-7(2)6-11(8-3,9-4)10-5/h7H,6H2,1-5H3
",DTXCID3035846
68227-78-1,CASRN,DTXSID8071300,N-(5-Chloro-2-methylphenyl)-3-hydroxy-4-((2-methoxy-5-((phenylamino)carbonyl)phenyl)azo)naphthalene-2-carboxamide,68227-78-1,WWPCXBSKDSUELS-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C(=O)NC1=CC=CC=C1)N=NC1=C2C=CC=CC2=CC(C(=O)NC2=C(C)C=CC(Cl)=C2)=C1O,"InChI=1S/C32H25ClN4O4/c1-19-12-14-22(33)18-26(19)35-32(40)25-16-20-8-6-7-11-24(20)29(30(25)38)37-36-27-17-21(13-15-28(27)41-2)31(39)34-23-9-4-3-5-10-23/h3-18,38H,1-2H3,(H,34,39)(H,35,40)
",DTXCID5045750
