SMILES,Binary Activity
CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,1
CCOC(=O)C1=CC(=NC=C1)C(=O)OCC,1
OS(=O)(=O)C1=CC=C(NC2=NC(Cl)=NC(Cl)=N2)C=C1,1
CCCCCCCCCCCCCCCC(=O)OC1CC(N(C1)C(=O)CCCCCCCCCCCCCCC)C(O)=O,1
OCCS(=O)(=O)C1=CC(=CC=C1)[N+]([O-])=O,1
CC=CC=O,1
C1CS1,1
ClC(=O)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,1
OC(=O)CCCCCCl,1
NCCCOCCOCCOCCCN,1
CC12CC=CCC1C(=O)OC2=O,1
ClCC(=O)C1=C(Cl)C=C(Cl)C=C1,1
CC1(C)CC(CC(C)(C)N1)NC(=O)C1=CC(=CC=C1)C(=O)NC1CC(C)(C)NC(C)(C)C1,1
CC1=C(C=NO1)C(O)=O,1
CC(C#N)C1=CC(=CC=C1)C(Cl)=O,1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,1
CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,1
CCCCCCCCCCCCN1C=CN=C1,1
CC(=O)C(C)=O,1
CNCCS(O)(=O)=O,1
OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=CC=C5)=NC(=N4)N(CCO)CCO)C=C3S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC=CC=C2)=N1,1
CC1=CC(=C(NC2=CC=C(O)C3=C2C(=O)C2=CC=CC=C2C3=O)C=C1)S(O)(=O)=O,1
CC(C)COCCO,1
NC1=C(C=C(Cl)C=C1)C(F)(F)F,1
COC1CCC=CO1,1
CCC(C)COC(=O)C=C,1
CCCCCCCCCCCCCCCCCCCCCC(O)=O,1
C[N+](C)(C)CCOC(=O)C=C,1
OCCN(CCO)C1CCCCC1,1
NC1=CC=C(C=C1)C(F)(F)F,1
FC1=CC=C(Br)C=C1,1
N#CC#N,1
FC1=CC=CC=C1,1
OC(=O)CCCCC(S)CCS,1
C=C=O,1
ClC(Cl)=S,1
ClCCCC(Cl)=O,1
CC1COCC(C)N1C(=O)C[N+]1=CC=C(C=C1)C1=CC=[N+](CC(=O)N2C(C)COCC2C)C=C1,1
CC(C1=CC=C(OC#N)C=C1)C1=CC=C(OC#N)C=C1,1
CC1=CC(C)(C)CC(=O)C1,1
OCCN1CN(CCO)CN(CCO)C1,1
CCCCCCCCP(O)(O)=O,1
CC(CO)(CO)C(O)=O,1
CN(C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1
CC12CCCCC1C(=O)OC2=O,1
[H]C12CCN(CC1C=C)C(C2)C(O)C1=CC=NC2=CC=CC=C12,1
CCC=CCC1=C(C)CCC1=O,1
NC1=CC(N)=C(C=C1)N=NC1=CC=CC=C1,1
C1CC2CC1C=C2,1
C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
C=O,1
NC(N)=N,1
ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,1
CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(N)C=C2,1
O=C1CCCCCO1,1
COC(=O)C1=CC=C(O)C=C1,1
O=C1CCCC(=O)C1,1
NC1=CC=CC=N1,1
CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C,1
OC(=O)CCCCCCCCCCCC(O)=O,1
ClCCSCCCl,1
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,1
OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,1
C#N,1
ClC#N,1
CC(Br)=O,1
O=CC1CCOCC1,1
CC(O)=S,1
ClC(=O)OC1CCCC1,1
CCCCCCCCCCCC1=CC=C(C=C1)S(O)(=O)=O,1
[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,1
CCCCC(CCCCCC(O)=O)C(O)=O,1
C=CC(=O)N1CCOCC1,1
COP(=O)(OC)OC,1
CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,1
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,1
O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1,1
CC(=O)C1CCOC1=O,1
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,1
CCC1(CO)COCOC1,1
OCC(Br)(CO)[N+]([O-])=O,1
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1
ClC1=CC=C(C=C1)C(Cl)(Cl)Cl,1
CCC(COC(=O)CCN1CC1)(COC(=O)CCN1CC1)COC(=O)CCN1CC1,1
OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,1
OC(COCC=C)CS(O)(=O)=O,1
CCCCCCCCN(CCC(O)=O)CCC(O)=O,1
OC(=O)C1=CC=C2C(=O)OC(=O)C3=C2C1=C(C=C3)C(O)=O,1
CC1=CC(C)=C(O)C(C)=C1,1
CN1CCNC(C1)C1=CC=CC=C1,1
CC1(C)CC(O)CC(C)(C)N1CCO,1
[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,1
OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O,1
CC1=CC=C(N=NC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)C(=C1)S(O)(=O)=O,1
CC1(C)CC(CC(C)(C)N1)OC(=O)CCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,1
CC(C)CC(C)N=C1C=CC(C=C1)=NC1=CC=CC=C1,1
OC(C(O)=O)C1=CC=CC=C1Cl,1
O=C(N1C=CN=C1)N1C=CN=C1,1
ClCC(=O)C1=CC=CC=C1,1
CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(O)=O,1
CN1CCCCC1CCO,1
CN1CSC(=S)N(C)C1,1
COCCCN,1
CC1C=CCC2C1C(=O)OC2=O,1
CCC(=O)C1=CC=C(C)C=C1,1
NC(CO)CO,1
CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1
CCCC(O)CO,1
CCN(CC)CCC#N,1
CCCCOC(=O)CC(C)O,1
CCCOC(=O)C(C)O,1
CC(C1=CC=CC=C1)C1=CC(C(O)=O)=C(O)C(=C1)C(C)C1=CC=CC=C1,1
C1CCC(CC1)N=C=NC1CCCCC1,1
OC1CCNCC1,1
CC1=CC(=O)OC(C)(C)O1,1
CCCCC(CC)COCCCN,1
CC(=O)OC(C)(C)C,1
CC(C)(C)C1=CC=C(CCO)C=C1,1
COC1=CC=C(C=C1)N(C)N=CC1=[N+](C)C2=CC=CC=C2C1(C)C,1
CCOC(Cl)=O,1
ClC1=CC(Cl)=CC=C1,1
CCC(C)CC(=O)CC,1
CC(=O)OC1CC2CC1C1CC=CC21,1
CC(C)OC(=O)CC(C)=O,1
O=C1CCCCO1,1
CC(C)COC=O,1
ClCCC#N,1
C1C=CC=C1,1
COCC1=CN=C(N)N=C1N,1
NC1=NC=CN=C1C(O)=O,1
CS(O)(=O)=O,1
OC(=O)CNC(=O)CCCCCCCCC=C,1
OC(CCCCl)S(O)(=O)=O,1
CC(CC=O)CC(C)(C)C,1
CC(C)CCOCCC(C)C,1
OC=O,1
ClC(Cl)(Cl)C#N,1
CCCCCCOC1OC(CO)C(O)C(O)C1O,1
CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,1
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,1
OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,1
CC1=CN=C(C=N1)C(O)=O,1
CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,1
O=C1CC2=CC=CC=C2O1,1
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,1
OC1=CC=CC(=C1)[N+]([O-])=O,1
CCCCNC(=O)OCC#CI,1
OCC1CO1,1
CN=C=S,1
CC(C)=CCO,1
NC(=N)N[N+]([O-])=O,1
BrC(Br)(Br)Br,1
CS(F)(=O)=O,1
CC1(C)CO1,1
CCCCO,1
NCCCNCCCN,1
ClC(Cl)(Cl)Cl,1
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,1
COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,1
COC(=O)C(N)CO,1
CN=C1C=CN(C2CCCCO2)C(O)=N1,1
CC(C)C(C)=O,1
CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,1
COC(C)(C)CCO,1
C(OCC1COCO1)C1COCO1,1
CC(=O)OB(OC(C)=O)OC(C)=O,1
OC(=O)CNCCNCC(O)=O,1
NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,1
OC1=CC(Cl)=CC(Br)=C1,1
O=C1CCO1,1
ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1
CC(O)COC(C)(C)C,1
OCC(O)CCl,1
CC1CCCC2C1C(=O)OC2=O,1
CC1CCCCC1OC(C)=O,1
CC1(C)OCC2OC2CO1,1
N1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C(N4)\N=C4/N=C(/N=C1/C1=CC=CC=C21)C1=CC=CC=C41)/C1=CC=CC=C31,1
CC1=CC=CC(C)=C1O,1
COC1=CC=CC=C1C(O)=O,1
CCC(CO)CC(CC)CO,1
CC1=C(O)C(CO)=C(CO)C=N1,1
OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,1
CN(C)C(=O)C(Cl)C(C)=O,1
CCCCC(CC)COP(S)(=S)OCC(CC)CCCC,1
CCCC(C)=NO[Si](ON=C(C)CCC)(ON=C(C)CCC)C=C,1
S=C1NC2=CC=CC=C2N1,1
CC1CCCCC1=O,1
CSCCC(O)C(O)=O,1
CCCCCCCCC=CCCCCCCCCNC(=O)CC(C(O)=O)S(O)(=O)=O,1
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,1
CC1=CC=C(C=C1N=C=O)N=C=O,1
NC1=C(O)C(Cl)=CC(=C1)S(O)(=O)=O,1
COC1=CC=CC(=C1)C(C)=O,1
CCCCCCCCCCCCC(CO)CCCCCCCCCC,1
O=C=NC1=CC=C(CC2=CC=CC=C2N=C=O)C=C1,1
FC1=CC=C(C=C1)C1=CC=CS1,1
CC1=C(Cl)C=CC(O)=C1,1
OC(=O)C1=CC=CN=C1,1
CC(C)CC=O,1
NC1=CC(O)=CC=C1,1
CC(=O)OCC=C,1
CC(C)=CCCC(C)=CC=CC(C)(O)C=C,1
CCCCOC(Cl)=O,1
CCCCOC=O,1
BrC=C,1
CCCC1CCOC(C)S1,1
ClSC(Cl)(Cl)Cl,1
CCS(Cl)(=O)=O,1
BrC1=C(Br)C(Br)=C(COC(=O)C=C)C(Br)=C1Br,1
C[N+](C)(C)CCCNC(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,1
CCC(C)(C)C(O)=O,1
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1
NC(=O)NC1=CC=CC(N)=C1,1
CC(=O)CBr,1
COC(N)=O,1
CCN(C)C,1
CC(Cl)C(O)=O,1
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,1
OC(=O)CN(CC(O)=O)CP(O)(O)=O,1
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1
CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1,1
OCCC1=CC=CC=C1,1
OCCS,1
CCOCC,1
CNN,1
CC(N)=O,1
CNC(=O)CSP(=S)(OC)OC,1
CCOC(=O)C(C)(C)Br,1
CCC(Cl)[N+]([O-])=O,1
CC(C)(O)C1CCC(C)(O1)C=C,1
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,1
CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,1
CCCCCCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,1
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,1
CCCCCCCCCCCC(=O)NC(CCCN=C(N)N)C(=O)OCC,1
O=C1OC(=O)C2C1CC1C2C(=O)OC1=O,1
CC1=C(O)C=CC=C1O,1
NC1=C(Cl)C(Cl)=CC=C1,1
OC1=C(Cl)C=C(Cl)C=C1[N+]([O-])=O,1
OC(=O)C1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1
NC1=NNC=N1,1
OC1=C(C=CC(Cl)=C1)[N+]([O-])=O,1
ClCC1=CC=CC=C1Cl,1
OC1=C(C=CC=C1)C#N,1
NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(N)C=C1,1
CC(C)(C)C1=CC=C([I+]C2=CC=C(C=C2)C(C)(C)C)C=C1,1
ClC1=NC2=CC=CC=C2S1,1
CCOC(=O)N(C)N=O,1
OC1=C(Br)C=C(Br)C=C1,1
NS(=O)(=O)C1=CC=C(NC(=S)NC2=CC=C(F)C=C2)C=C1,1
O=CC1CCCSC1,1
CC1=CC(=O)OC1=O,1
OCC(Cl)CCl,1
COC(=O)OC,1
CN1C=CN=C1,1
COC(=O)CC(=C)C(=O)OC,1
COC(=O)CC(O)C(=O)OC,1
CN(N)C1=CC=CC=C1,1
[O-][N+](=O)C1=CC(Cl)=CC(Cl)=C1,1
OC(=O)C1=CC(=CC(O)=C1)C(O)=O,1
OC(=O)C1=CC(=CC(=C1)C(O)=O)[N+]([O-])=O,1
NNC1=CC=C(C=C1)C(O)=O,1
CCCCCCCCCCCC1=C(C=CC=C1)S(O)(=O)=O,1
CCC(C)=CCCC(C)(OC(C)=O)C=C,1
OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,1
CCOS(C)(=O)=O,1
CC(N)=S,1
CN(C)N=O,1
OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1
CC1=CC=CC(=C1)N=C=O,1
OCCOCC1=CC=CC=C1,1
CC(=O)OC1CCCCC1,1
CC1=CC=C(C=C1)N=C=O,1
CCCCCCCCC(=O)N(C)C,1
ClC1=CC=C(C=C1)C#N,1
CCC(C)COC(C)=O,1
COC(=O)C=CC(=O)OC,1
CN=C=O,1
CCON,1
CCSC,1
CSSC,1
ClCCC(Cl)=O,1
COCC(O)=O,1
CC(C)OC=O,1
CCCC(C)OC(C)=O,1
NC1=CC(Cl)=CC(Cl)=C1,1
CN1CCCCC1,1
OC1CCCC1=C1CCCC1,1
OC1=C(N=NC2=CC=C(N=NC3=CC=C(NC4=CC=CC=C4)C(=C3)S(O)(=O)=O)C3=C2C=CC=C3)C2=CC=C(C=C2C=C1)S(O)(=O)=O,1
COC(=O)CCCCC(=O)OC,1
CC1(C)CC(CC(C)(C)N1)OC(=O)CCC(=O)OC1CC(C)(C)NC(C)(C)C1,1
ClCCCOC(Cl)=O,1
O[N+]#C,1
OCCOCCCl,1
CCCCC(CC)COC(=O)C(C)O,1
CCCCCCCCCCCCOC(=O)C(C)O,1
O=COCCOC=O,1
CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1
OC(=O)CSC1=NC2=CC=CC=C2S1,1
CNC(=O)OC1=C2C=CC=CC2=CC=C1,1
ClCC(Cl)(Cl)Cl,1
N#CSCSC#N,1
CC(C)C1CCC(C)CC11OCC(CO)O1,1
BrC1=C2C(=O)OC(=O)C2=C(Br)C(Br)=C1Br,1
CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC,1
CCOC(=O)C(C#N)C(C)=O,1
COC1=CC=C(C=C1)N=NC1=CC=C(C=C1OC)N=NC1=CC(=CC=C1)S(O)(=O)=O,1
CC1=C(N)C=CC(=C1)S(O)(=O)=O,1
CC(O)CN(CCCN(C)C)CC(C)O,1
CCN(CC)C1=CC2=C(C=C1)N=C1C=CC(C=C1O2)=[N+](CC)CC,1
OC(=O)C1=CC(=CC(=C1)C(O)=O)S(O)(=O)=O,1
CC(C)(C)OC(=O)NC(CO)C(O)=O,1
CCOC(C)(C)C,1
CC(C)C1CCC(CC1)C(C)O,1
PC1=CC=CC=C1,1
CCCCCOC=O,1
NCCC1=CC=CC=C1,1
CCOS(=O)(=O)OCC,1
OC(=O)CI,1
CCSCCSP(=S)(OC)OC,1
CNCCCC1=NC2=CC=CC=C2N1,1
CC(CC(O)=O)CC(C)(C)C,1
ClP(Cl)C1=CC=CC=C1,1
C1COCO1,1
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
COC1=C(N)C=C(C)C(=C1)S(O)(=O)=O,1
CC1CNCC(C)O1,1
NC(C(N)=O)C1=CC=CC=C1,1
OC(=O)C1=CC=CC=C1,1
OC(=O)C(Cl)(Cl)Cl,1
OC(=O)C1=C(F)C(F)=CC(F)=C1F,1
CC1=C(N)C=C(N)C=C1,1
C(C1=CC=CC2=CC=CC=C12)[N+]1=CC=CC2=CC=CC=C12,1
ClC1=C(Cl)C=C(C=C1)C#N,1
CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,1
CCCCCC=O,1
CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,1
ClC1=CC=C(CNC2CCCC2)C=C1,1
O=C1CCCCC(=O)OCCOCCO1,1
CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,1
CC1=NC2=CC=CC=C2C(N)=C1,1
COC1=C(O)C(=CC(C=O)=C1)[N+]([O-])=O,1
NCCCOC=C,1
CN(C)CCCNC(=O)CCCCCCCCC=C,1
C=CS(=O)(=O)CC(=O)NCCNC(=O)CS(=O)(=O)C=C,1
CC1(C)C(C(Br)C(Br)(Br)Br)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,1
CN=C(O)SC1=CC=C(OS(C)(=O)=O)C=C1,1
CC(C)O,1
CC(C)=O,1
ClC(Cl)Cl,1
CS(C)=O,1
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1
CC(O)CN(CCO)CCO,1
C=C1CC(=O)O1,1
C#CC1CC1,1
CC1(C)CNC(NC1)=NN=C(C=CC1=CC=C(C=C1)C(F)(F)F)C=CC1=CC=C(C=C1)C(F)(F)F,1
CP(Cl)Cl,1
CP(Cl)(Cl)=O,1
CCC(O)C(C)=CC1(C)CC2CC1C=C2,1
CC(O)CN(CC(C)O)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=C(C=C5)S(O)(=O)=O)=N4)N(CC(C)O)CC(C)O)C=C3S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC=C(C=C2)S(O)(=O)=O)=N1,1
CN(C)C1=CC=C(C=C1)C(O)(C1=CC=C(C=C1)N(C)C)C1=C2C=CC=CC2=C(NC2=CC=CC=C2)C=C1,1
OC(=O)CS,1
CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1
CO[Si](OC)(OC)OC,1
CN(N=CC1=[N+](C)C2=CC=CC=C2C1(C)C)C1=CC=C(C)C=C1,1
CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,1
FC(F)(F)C(=O)C(F)(F)F,1
CC1CC(CC2CCC(N)C(C)C2)CCC1N,1
CCOC(=O)C(C)O,1
CCCCC(CC)COC(=O)C(C)=C,1
CCCOCCOCCO,1
NCCCOCCOC1=CC=CC=C1,1
FC(F)(F)C1=CN=C(Cl)C(Cl)=C1,1
OC(CC(O)=O)C(O)=O,1
CCCCC(O)CO,1
CC(C)N=C=NC(C)C,1
OC(=O)CCCCCCCCCCC(O)=O,1
NCCCCCCCCCCCC(O)=O,1
CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,1
NC1CCCCC1N,1
CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,1
CNC(=O)OC1=C(C=CC=C1)C1OCCO1,1
CCCCOP(S)(=S)OCCCC,1
CN(N=O)C(=N)N[N+]([O-])=O,1
CC1=C(O)C(C)=C(C)C(O)=C1,1
CN(C)C(C)(C)CO,1
OCNCC(O)=O,1
COC(=O)C1=CC(OC)=C(CBr)C=C1,1
CCCCC(CC)COCC(O)CO,1
COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,1
CCOC(=O)C(=C)C#N,1
CCN(C(C)C)C(C)C,1
CCCO,1
C1=CC=CC=C1,1
CC(Cl)(Cl)Cl,1
CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(O)=O)C(O)=O,1
CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OCC(=O)C1=CC=CC=C1,1
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,1
CN(CC(=O)C1=CC(O)=CC=C1)CC1=CC=CC=C1,1
CC1=COC2=C1C=C(O)C=C2,1
CNS(=O)(=O)C1=CC=C(O)C(=C1)N=NC1C(C)=NN(C1=O)C1=CC=CC(Cl)=C1,1
CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,1
O=C(OCC1CO1)C1=CC=C(C=C1)C(=O)OCC1CO1,1
CC1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1
CC1=C(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S(O)(=O)=O)C(C)=C(C(C)=C1NC1=NC(Cl)=NC(NC2=CC=CC=C2S(O)(=O)=O)=N1)S(O)(=O)=O,1
CN1CCCN(C)C1=O,1
COC(=O)C(C)(C)C#N,1
O=C(OCC1CO1)C1=CC=C(C(=O)OCC2CO2)C(=C1)C(=O)OCC1CO1,1
CC(=O)C(N=NC1=CC(=CC=C1O)S(N)(=O)=O)C(=O)NC1=CC=CC=C1,1
CC(C)COC(=O)C(C)(O)C=C,1
COC1=CC=NC(CCl)=C1OC,1
CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C2C=C(C=CC2=C(C=C1)N=NC1=CC=C(NC2=CC=C(C=C2S(O)(=O)=O)[N+]([O-])=O)C=C1)S(O)(=O)=O,1
NCCCOCCCCOCCCN,1
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,1
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,1
COC(=O)C(C)Cl,1
CCOCCOCCOC(=O)C=C,1
CC1(C)C2C1C(=O)OC2O,1
CCCCCCCCCCCC(=O)OCCS(O)(=O)=O,1
CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,1
CC1(C)CCCC(C)(O1)C=C,1
CCB(CC)OC,1
CCCCOC(=O)CO,1
CBr,1
CN,1
BrCBr,1
CCBr,1
ClCBr,1
ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,1
COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(C)=CC(C)=N1,1
S(C1=CC=C(C=C1)S(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)S(C1=CC=CC=C1)C1=CC=CC=C1,1
NP(N)(=O)OC1=CC=CC=C1,1
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,1
CCCl,1
ClC=C,1
CCN,1
CC#N,1
CC=O,1
CCS,1
ClCCl,1
NC=O,1
S=C=S,1
C#C,1
C1CO1,1
BrC(Br)Br,1
CC(C)Br,1
CC(C)N,1
CC(Cl)Cl,1
ClC(Cl)=C,1
CC(Cl)=O,1
FC(Cl)Cl,1
ClC(Cl)=O,1
CN(C)C,1
C[N+]([O-])=O,1
C[SiH](Cl)Cl,1
CC1CN1,1
CC1CO1,1
FC(F)(F)Br,1
CC(C)(C)O,1
CC(F)(F)Cl,1
C[Si](C)(C)Cl,1
C[Si](C)(Cl)Cl,1
C[Si](Cl)(Cl)Cl,1
CCC(C)(C)O,1
CC(C)(O)C#N,1
ClC(Cl)(Cl)C=O,1
CC(C)(C)OO,1
Cl[Si](Cl)(Cl)C=C,1
CC(C)(C)C(O)=O,1
FC(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,1
COP(S)(=S)OC,1
ClC#CCl,1
CC(C)(C)C(O)C(CC1=C(Cl)C=C(Cl)C=C1)N1C=NC=N1,1
CCCN(CCC)C(=O)SCC,1
ClC(=O)C(Cl)(Cl)Cl,1
[O-][N+](=O)C(Cl)(Cl)Cl,1
FC(Cl)(Cl)C(F)(Cl)Cl,1
ClCC(Cl)C=C,1
CCCCN(CCCC)C=O,1
CCOP(O)OCC,1
CC(C)(C)OC=O,1
FC(F)(F)C1=NN=C2CNCCN12,1
ClCC=CCCl,1
C[N+](C)(CCO)C(=O)CC1=CC=C(C=C1)C1=CC=C(CC(=O)[N+](C)(C)CCO)C=C1,1
O=CC1CO1,1
CCN1CCCCC1,1
CC1(C)C(N2C(C(Br)(Br)C2=O)S1(=O)=O)C(O)=O,1
CC(C)NC1=CC=CC=C1,1
CC(O[Si](C)(C)C(C)(C)C)C1C(OC(C)=O)N=C1O,1
CC(=O)SC(CC1=CC=CC=C1)C(O)=O,1
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,1
C1C=CC2C3CC(C=C3)C12,1
CCC(C)(O)C#C,1
C=CS(=O)(=O)C=C,1
COS(=O)(=O)OC,1
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1
OC1CC(O)(CC(O)C1O)C(O)=O,1
CC(O)COC1=CC=CC=C1,1
CC(C)C1CCC(C)CC1OC(=O)CCC(O)=O,1
CCOC(=O)C1=C(C=CC=C1)S(=O)(=O)N=C=O,1
COC(NC(=O)C=C)C(=O)OC,1
CCC12COCN1COC2,1
OC1(CCCCC1)C#C,1
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,1
CCOP(=O)(OCC)OCC,1
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1
CC1=CC(=O)CC(C)(C)C1,1
CCC(C)(O)CCCC(C)C,1
CC(C)=CCCC(C)(O)C=C,1
CCC(C)C,1
CC(=C)C=C,1
CC(C)CN,1
CC(C)C#N,1
CC(C)CO,1
CC(C)C=O,1
CC(=C)C=O,1
CC(Cl)CCl,1
ClCC(Cl)=C,1
CC(Cl)CO,1
CC(N)CN,1
CCC(C)O,1
CCC(C)=O,1
CC(=O)C=C,1
CC(=O)CCl,1
CC(O)CN,1
OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O,1
CC1C(SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1,1
