INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
64742-44-5,CASRN,DTXSID5029390,"Distillates, petroleum, clay-treated heavy naphthenic",N/A,64742-44-5,N/A,N/A,N/A
1959589-89-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1675-54-3,CASRN,DTXSID6024624,Bisphenol A diglycidyl ether,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,1675-54-3,LCFVJGUPQDGYKZ-UHFFFAOYSA-N,"InChI=1/C21H24O4/c1-21(2,15-3-7-17(8-4-15)22-11-19-13-24-19)16-5-9-18(10-6-16)23-12-20-14-25-20/h3-10,19-20H,11-14H2,1-2H3
","2,2'-{Propane-2,2-diylbis[(4,1-phenylene)oxymethylene]}bis(oxirane)"
01-01-5424,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
765-14-0,CASRN,DTXSID4061098,"Dodecane, 1-(ethenyloxy)-",CCCCCCCCCCCCOC=C,765-14-0,LAYAKLSFVAPMEL-UHFFFAOYSA-N,"InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-13-14-15-4-2/h4H,2-3,5-14H2,1H3
",1-(Ethenyloxy)dodecane
127-63-9,CASRN,DTXSID6041892,Diphenylsulfone,O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,127-63-9,KZTYYGOKRVBIMI-UHFFFAOYSA-N,"InChI=1S/C12H10O2S/c13-15(14,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H
","1,1'-Sulfonyldibenzene"
324763-51-1,CASRN,DTXSID30457149,"3-amino-2,2-dimethylpropanamide",CC(C)(CN)C(N)=O,324763-51-1,HKQZJXVIXAPOPZ-UHFFFAOYSA-N,"InChI=1S/C5H12N2O/c1-5(2,3-6)4(7)8/h3,6H2,1-2H3,(H2,7,8)
","3-Amino-2,2-dimethylpropanamide"
7790-86-5,CASRN,DTXSID1037199,Cerium trichloride,[Cl-].[Cl-].[Cl-].[Ce+3],7790-86-5,VYLVYHXQOHJDJL-UHFFFAOYSA-K,"InChI=1S/Ce.3ClH/h;3*1H/q+3;;;/p-3
",Cerium(3+) trichloride
64742-10-5,CASRN,DTXSID3028188,"Extracts, petroleum, residual oil solvent",N/A,64742-10-5,N/A,N/A,N/A
151006-60-9,CASRN,DTXSID30107910,"1-Dodecene, polymer with 1-decene, hydrogenated",N/A,151006-60-9,N/A,N/A,N/A
1327-43-1,CASRN,DTXSID5049659,Magnesium aluminum silicate,N/A,1327-43-1,N/A,N/A,N/A
1623-05-8,CASRN,DTXSID0061826,Perfluoropropyl trifluorovinyl ether,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F,1623-05-8,KHXKESCWFMPTFT-UHFFFAOYSA-N,"InChI=1S/C5F10O/c6-1(7)2(8)16-5(14,15)3(9,10)4(11,12)13
","1,1,1,2,2,3,3-Heptafluoro-3-[(trifluoroethenyl)oxy]propane"
68937-40-6,CASRN,DTXSID20872645,Triphenyl phosphates tert-butylated,N/A,68937-40-6,N/A,N/A,N/A
15375-84-5,CASRN,DTXSID6042107,Disodium manganese EDTA,[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,15375-84-5,ZQHKAIDDHTYINE-UHFFFAOYSA-J,"InChI=1S/C10H16N2O8.Mn.2Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;/q;+2;2*+1/p-4
","Manganese(2+) sodium 2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetate (1/2/1)"
12040-43-6,CASRN,DTXSID70890672,"Silicic acid, aluminum magnesium sodium salt",[Na+].[Mg++].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O,12040-43-6,RILYHWBPLWVCBV-UHFFFAOYSA-N,"InChI=1S/Al.Mg.Na.3O3Si/c;;;3*1-4(2)3/q+3;+2;+1;3*-2
",Aluminium magnesium sodium oxosilanebis(olate) (1/1/1/3)
1314-36-9,CASRN,DTXSID5051573,Yttrium oxide (Y2O3),[O--].[O--].[O--].[Y+3].[Y+3],1314-36-9,RUDFQVOCFDJEEF-UHFFFAOYSA-N,"InChI=1S/3O.2Y/q3*-2;2*+3
",N/A
125971-95-1,CASRN,DTXSID70436296,"tert-Butyl [(4R,6R)-6-{2-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]ethyl}-2,2-dimethyl-1,3-dioxan-4-yl]acetate",CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H]1C[C@H](CC(=O)OC(C)(C)C)OC(C)(C)O1)C1=CC=C(F)C=C1)C1=CC=CC=C1,125971-95-1,NPPZOMYSGNZDKY-ROJLCIKYSA-N,"InChI=1S/C40H47FN2O5/c1-26(2)36-35(38(45)42-30-16-12-9-13-17-30)34(27-14-10-8-11-15-27)37(28-18-20-29(41)21-19-28)43(36)23-22-31-24-32(47-40(6,7)46-31)25-33(44)48-39(3,4)5/h8-21,26,31-32H,22-25H2,1-7H3,(H,42,45)/t31-,32-/m1/s1
","tert-Butyl [(4R,6R)-6-{2-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]ethyl}-2,2-dimethyl-1,3-dioxan-4-yl]acetate"
96-47-9,CASRN,DTXSID9030258,2-Methyltetrahydrofuran,CC1CCCO1,96-47-9,JWUJQDFVADABEY-UHFFFAOYSA-N,"InChI=1/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3
",2-Methyloxolane
68814-89-1,CASRN,DTXSID00101041,"Extracts (petroleum), heavy paraffinic distillates, solvent-deasphalted",N/A,68814-89-1,N/A,N/A,N/A
66587-56-2,CASRN,DTXSID00107720,"Alcohols, C7-9",N/A,66587-56-2,N/A,N/A,N/A
124-17-4,CASRN,DTXSID9027021,2-(2-Butoxyethoxy)ethyl acetate,CCCCOCCOCCOC(C)=O,124-17-4,VXQBJTKSVGFQOL-UHFFFAOYSA-N,"InChI=1S/C10H20O4/c1-3-4-5-12-6-7-13-8-9-14-10(2)11/h3-9H2,1-2H3
",2-(2-Butoxyethoxy)ethyl acetate
15708-55-1,CASRN,DTXSID101319231,"Sodium (OC-6-21)-[[N,N′-1,2-ethanediylbis[N-[(carboxy-kappaO)methyl]glycinato-kappaN,kappaO]](4-)]nickelate(2-) (2:1)",[Na+].[Na+].[Ni++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,15708-55-1,AOBXSTDXJGPLRC-UHFFFAOYSA-J,"InChI=1S/C10H16N2O8.2Na.Ni/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;/q;2*+1;+2/p-4
","Disodium {2,2',2'',2'''-[ethane-1,2-diyldi(nitrilo-kappaN)]tetra(acetato-kappaO)(4-)}nickelate(2-)"
24292-60-2,CASRN,DTXSID401044998,Disodium NADP,[Na+].[Na+].[H]OP(=O)(OC[C@H]1O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N+]1=CC=CC(=C1)C(N)=O,24292-60-2,WSDDJLMGYRLUKR-WUEGHLCSSA-L,"InChI=1S/C21H28N7O17P3.2Na/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32;;/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39);;/q;2*+1/p-2/t10-,11-,13-,14-,15-,16-,20-,21-;;/m1../s1
",N/A
77-85-0,CASRN,DTXSID2026444,"2-(Hydroxymethyl)-2-methyl-1,3-propanediol",CC(CO)(CO)CO,77-85-0,QXJQHYBHAIHNGG-UHFFFAOYSA-N,"InChI=1S/C5H12O3/c1-5(2-6,3-7)4-8/h6-8H,2-4H2,1H3
","2-(Hydroxymethyl)-2-methylpropane-1,3-diol"
10591-85-2,CASRN,DTXSID20872988,Tetrabenzylthiuram disulfide,S=C(SSC(=S)N(CC1=CC=CC=C1)CC1=CC=CC=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,10591-85-2,WITDFSFZHZYQHB-UHFFFAOYSA-N,"InChI=1S/C30H28N2S4/c33-29(31(21-25-13-5-1-6-14-25)22-26-15-7-2-8-16-26)35-36-30(34)32(23-27-17-9-3-10-18-27)24-28-19-11-4-12-20-28/h1-20H,21-24H2
",N/A
813-94-5,CASRN,DTXSID7061148,Tricalcium dicitrate,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,813-94-5,FNAQSUUGMSOBHW-UHFFFAOYSA-H,"InChI=1S/2C6H8O7.3Ca/c2*7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h2*13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;/q;;3*+2/p-6
","Calcium 2-hydroxypropane-1,2,3-tricarboxylate (3/2)"
123-96-6,CASRN,DTXSID0027014,2-Octanol,CCCCCCC(C)O,123-96-6,SJWFXCIHNDVPSH-UHFFFAOYSA-N,"InChI=1/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3
",Octan-2-ol
8006-61-9,CASRN,DTXSID7027679,Natural gasoline,N/A,8006-61-9,N/A,N/A,N/A
536759-91-8,CASRN,DTXSID10470997,"Ethyl 1-(4-methoxyphenyl)-6-(4-nitrophenyl)-7-oxo-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylate",CCOC(=O)C1=NN(C2=C1CCN(C1=CC=C(C=C1)[N+]([O-])=O)C2=O)C1=CC=C(OC)C=C1,536759-91-8,RQNAOIQEGPVYTC-UHFFFAOYSA-N,"InChI=1S/C22H20N4O6/c1-3-32-22(28)19-18-12-13-24(14-4-6-16(7-5-14)26(29)30)21(27)20(18)25(23-19)15-8-10-17(31-2)11-9-15/h4-11H,3,12-13H2,1-2H3
","Ethyl 1-(4-methoxyphenyl)-6-(4-nitrophenyl)-7-oxo-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylate"
8002-53-7,CASRN,DTXSID6093679,Montan wax,N/A,8002-53-7,N/A,N/A,N/A
47073-92-7,CASRN,DTXSID00904377,"4,4'-Ethylidenediphenyl dicyanate",CC(C1=CC=C(OC#N)C=C1)C1=CC=C(OC#N)C=C1,47073-92-7,SIZDMAYTWUINIG-UHFFFAOYSA-N,"InChI=1S/C16H12N2O2/c1-12(13-2-6-15(7-3-13)19-10-17)14-4-8-16(9-5-14)20-11-18/h2-9,12H,1H3
","(Ethane-1,1-diyl)di(4,1-phenylene) dicyanate"
7440-62-2,CASRN,DTXSID2040282,Vanadium,[V],7440-62-2,LEONUFNNVUYDNQ-UHFFFAOYSA-N,"InChI=1S/V
",Vanadium
211450-54-3,CASRN,DTXSID401036155,"Fatty acids, C16-18 and C18-unsatd., Me esters, epoxidized, reaction products with ethylene glycol",N/A,211450-54-3,N/A,N/A,N/A
3687-46-5,CASRN,DTXSID1029259,"9-Octadecenoic acid (9Z)-, decyl ester",CCCCCCCCCCOC(=O)CCCCCCC\C=C/CCCCCCCC,3687-46-5,SASYSVUEVMOWPL-NXVVXOECSA-N,"InChI=1S/C28H54O2/c1-3-5-7-9-11-13-14-15-16-17-18-19-20-22-24-26-28(29)30-27-25-23-21-12-10-8-6-4-2/h15-16H,3-14,17-27H2,1-2H3/b16-15-
",Decyl (9Z)-octadec-9-enoate
1103-39-5,CASRN,DTXSID2061486,"C.I. Pigment Red 49, calcium salt (2:1)",[Ca++].OC1=C(N=NC2=C(C3=C(C=CC=C3)C=C2)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1.OC1=C(N=NC2=C(C3=C(C=CC=C3)C=C2)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1,1103-39-5,UETSCOQSVNUXDH-UHFFFAOYSA-L,"InChI=1S/2C20H14N2O4S.Ca/c2*23-18-12-10-13-5-1-3-7-15(13)19(18)22-21-17-11-9-14-6-2-4-8-16(14)20(17)27(24,25)26;/h2*1-12,23H,(H,24,25,26);/q;;+2/p-2
",Calcium bis{2-[(2-hydroxynaphthalen-1-yl)diazenyl]naphthalene-1-sulfonate}
69029-83-0,CASRN,DTXSID90102986,"Residues, zinc smelting",N/A,69029-83-0,N/A,N/A,N/A
915095-94-2,CASRN,DTXSID20893799,(S)-3-(4-(2-Chlor-5-iod-benzyl)-phenoxy)-tetrahydro-furan,ClC1=C(CC2=CC=C(O[C@H]3CCOC3)C=C2)C=C(I)C=C1,915095-94-2,YLUHNGIWRCCQMQ-INIZCTEOSA-N,"InChI=1S/C17H16ClIO2/c18-17-6-3-14(19)10-13(17)9-12-1-4-15(5-2-12)21-16-7-8-20-11-16/h1-6,10,16H,7-9,11H2/t16-/m0/s1
",(3S)-3-{4-[(2-Chloro-5-iodophenyl)methyl]phenoxy}oxolane
68477-38-3,CASRN,DTXSID0098895,"Distillates (petroleum), cracked steam-cracked petroleum distillates",N/A,68477-38-3,N/A,N/A,N/A
12070-10-9,CASRN,DTXSID80893139,Vanadium carbide (VC),N/A,12070-10-9,N/A,N/A,N/A
150-46-9,CASRN,DTXSID2041674,Triethyl borate,CCOB(OCC)OCC,150-46-9,AJSTXXYNEIHPMD-UHFFFAOYSA-N,"InChI=1S/C6H15BO3/c1-4-8-7(9-5-2)10-6-3/h4-6H2,1-3H3
",Triethyl borate
64741-70-4,CASRN,DTXSID1028156,"Naphtha, petroleum, isomerization",N/A,64741-70-4,N/A,N/A,N/A
67-43-6,CASRN,DTXSID2023434,Pentetic acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,67-43-6,QPCDCPDFJACHGM-UHFFFAOYSA-N,"InChI=1S/C14H23N3O10/c18-10(19)5-15(1-3-16(6-11(20)21)7-12(22)23)2-4-17(8-13(24)25)9-14(26)27/h1-9H2,(H,18,19)(H,20,21)(H,22,23)(H,24,25)(H,26,27)
","N,N-Bis{2-[bis(carboxymethyl)amino]ethyl}glycine"
430-67-1,CASRN,DTXSID40195621,"Ethylamine, 2,2-difluoro-",NCC(F)F,430-67-1,OVRWUZYZECPJOB-UHFFFAOYSA-N,"InChI=1S/C2H5F2N/c3-2(4)1-5/h2H,1,5H2
","2,2-Difluoroethan-1-amine"
106-94-5,CASRN,DTXSID6021874,1-Bromopropane,CCCBr,106-94-5,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3
",1-Bromopropane
13674-87-8,CASRN,DTXSID9026261,"Tris(1,3-dichloro-2-propyl) phosphate",ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,13674-87-8,ASLWPAWFJZFCKF-UHFFFAOYSA-N,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2
","Tris(1,3-dichloropropan-2-yl) phosphate"
1424149-03-0,CASRN,DTXSID201035949,"Butanoic acid, 4-[(2-hydroxyethyl)amino]-4-oxo-2-(pentapropenyl)-, sodium salt, compd. with 2,2′,2′′-nitrilotris[ethanol] (1:x:x)",N/A,1424149-03-0,N/A,N/A,N/A
03-02-7758,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12037-47-7,CASRN,DTXSID60872568,Silicon phosphate (Si3(PO4)​4),[Si+4].[Si+4].[Si+4].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,12037-47-7,XLUBVTJUEUUZMR-UHFFFAOYSA-B,"InChI=1S/4H3O4P.3Si/c4*1-5(2,3)4;;;/h4*(H3,1,2,3,4);;;/q;;;;3*+4/p-12
",N/A
02-01-7758,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085706-46-2,CASRN,DTXSID701045040,"1-Pyrrolidinecarboxylic acid, 2-[5-[4′-[2-[(2S)-1-[(1,1-dimethylethoxy)carbonyl]-2-pyrrolidinyl]-1H-imidazol-5-yl][1,1′-biphenyl]-4-yl]-1H-pyrazol-3-yl]-, 1,1-dimethylethyl ester, (2S)-",[H][C@]1(CCCN1C(=O)OC(C)(C)C)C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC(=NN1)[C@]1([H])CCCN1C(=O)OC(C)(C)C,1085706-46-2,IQBNHRQSWAZPQK-CONSDPRKSA-N,"InChI=1S/C36H44N6O4/c1-35(2,3)45-33(43)41-19-7-9-30(41)28-21-27(39-40-28)25-15-11-23(12-16-25)24-13-17-26(18-14-24)29-22-37-32(38-29)31-10-8-20-42(31)34(44)46-36(4,5)6/h11-18,21-22,30-31H,7-10,19-20H2,1-6H3,(H,37,38)(H,39,40)/t30-,31-/m0/s1
",N/A
68585-82-0,CASRN,DTXSID8099962,"Yttrium oxide (Y2O3), europium-doped",N/A,68585-82-0,N/A,N/A,N/A
921-53-9,CASRN,DTXSID90889442,Potassium tartrate,[K+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,921-53-9,AVTYONGGKAJVTE-OLXYHTOASA-L,"InChI=1S/C4H6O6.2K/c5-1(3(7)8)2(6)4(9)10;;/h1-2,5-6H,(H,7,8)(H,9,10);;/q;2*+1/p-2/t1-,2-;;/m1../s1
","Dipotassium (2R,3R)-2,3-dihydroxybutanedioate"
27776-01-8,CASRN,DTXSID8041666,Benzyltoluene,N/A,27776-01-8,N/A,N/A,N/A
68475-80-9,CASRN,DTXSID2028519,"Distillates, petroleum, light steam-cracked naphtha",N/A,68475-80-9,N/A,N/A,N/A
12125-01-8,CASRN,DTXSID6050463,Ammonium fluoride,[NH4+].[F-],12125-01-8,LDDQLRUQCUTJBB-UHFFFAOYSA-N,"InChI=1S/FH.H3N/h1H;1H3
",Ammonium fluoride
304-59-6,CASRN,DTXSID90889341,Potassium sodium tartrate,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,304-59-6,LJCNRYVRMXRIQR-OLXYHTOASA-L,"InChI=1/C4H6O6.K.Na/c5-1(3(7)8)2(6)4(9)10;;/h1-2,5-6H,(H,7,8)(H,9,10);;/q;2*+1/p-2/t1-,2-;;/s2
","Potassium sodium (2R,3R)-2,3-dihydroxybutanedioate (1/1/1)"
1688686-16-9,CASRN,DTXSID401037410,(S)-1-(3-Methoxyphenyl)-N-methylethanamine hydrobromide,Br[H].CN[C@@H](C)C1=CC(OC)=CC=C1,1688686-16-9,LTEZCFXXHPQVJF-QRPNPIFTSA-N,"InChI=1S/C10H15NO.BrH/c1-8(11-2)9-5-4-6-10(7-9)12-3;/h4-8,11H,1-3H3;1H/t8-;/m0./s1
",N/A
109-70-6,CASRN,DTXSID1051565,1-Bromo-3-chloropropane,ClCCCBr,109-70-6,MFESCIUQSIBMSM-UHFFFAOYSA-N,"InChI=1S/C3H6BrCl/c4-2-1-3-5/h1-3H2
",1-Bromo-3-chloropropane
149144-85-4,CASRN,DTXSID501035998,Di-C12-13 alkyl malate,N/A,149144-85-4,N/A,N/A,N/A
201426-52-0,CASRN,DTXSID201028435,LumiNova G 300M,N/A,201426-52-0,N/A,N/A,N/A
1092834-40-6,CASRN,DTXSID601019741,"Benzene, 1,1′-(1,2-ethanediyl)bis-, brominated",N/A,1092834-40-6,N/A,N/A,N/A
69416-61-1,CASRN,DTXSID801335818,Potassium N-(1-methoxycarbonyl-1-propen-2-yl)-alpha-amino-p-hydroxyphenylacetate,[K+].COC(=O)C=C(C)N[C@@H](C([O-])=O)C1=CC=C(O)C=C1,69416-61-1,HFDVONAPNRXRSV-HVPILOLGNA-M,"InChI=1/C13H15NO5.K/c1-8(7-11(16)19-2)14-12(13(17)18)9-3-5-10(15)6-4-9;/h3-7,12,14-15H,1-2H3,(H,17,18);/q;+1/p-1/t12-;/s2
",N/A
111-01-3,CASRN,DTXSID0046513,Squalane,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,111-01-3,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,"InChI=1/C30H62/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h25-30H,9-24H2,1-8H3
","2,6,10,15,19,23-Hexamethyltetracosane"
62132-67-6,CASRN,DTXSID50894451,"1-Dodecene, dimer","CCCCCCCCCCC=C |Sg:n:0,1,2,3,4,5,6,7,8,9,10,11:2:ht|",62132-67-6,N/A,"InChI=1S/C12H24/c1-3-5-7-9-11-12-10-8-6-4-2/h3H,1,4-12H2,2H3
",N/A
61789-86-4,CASRN,DTXSID0028084,"Sulfonic acids, petroleum, calcium salts",N/A,61789-86-4,N/A,N/A,N/A
96-24-2,CASRN,DTXSID4020664,"3-Chloro-1,2-propanediol",OCC(O)CCl,96-24-2,SSZWWUDQMAHNAQ-UHFFFAOYSA-N,"InChI=1/C3H7ClO2/c4-1-3(6)2-5/h3,5-6H,1-2H2
","3-Chloropropane-1,2-diol"
05-02-2457,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53585-53-8,CASRN,DTXSID30968361,"1,1'-[(3-Methyl-1,2-phenylene)bis(methylene)]dibenzene",CC1=C(CC2=CC=CC=C2)C(CC2=CC=CC=C2)=CC=C1,53585-53-8,PKQYSCBUFZOAPE-UHFFFAOYSA-N,"InChI=1S/C21H20/c1-17-9-8-14-20(15-18-10-4-2-5-11-18)21(17)16-19-12-6-3-7-13-19/h2-14H,15-16H2,1H3
","1,1'-[(3-Methyl-1,2-phenylene)bis(methylene)]dibenzene"
92045-34-6,CASRN,DTXSID501036596,"Hydrocarbons, C4-7, C5-rich, isoprene-purifn. by-product",N/A,92045-34-6,N/A,N/A,N/A
1302-93-8,CASRN,DTXSID3049675,Mullite (Al6O5(SiO4)2),N/A,1302-93-8,N/A,N/A,N/A
64742-87-6,CASRN,DTXSID0028244,"Gas oils, petroleum, hydrodesulfurized light vacuum",N/A,64742-87-6,N/A,N/A,N/A
1122-58-3,CASRN,DTXSID0044369,"N,N-dimethylpyridin-4-amine",CN(C)C1=CC=NC=C1,1122-58-3,VHYFNPMBLIVWCW-UHFFFAOYSA-N,"InChI=1S/C7H10N2/c1-9(2)7-3-5-8-6-4-7/h3-6H,1-2H3
","N,N-Dimethylpyridin-4-amine"
6842-62-2,CASRN,DTXSID60871935,"3,4'-Dichlorodiphenyl ether",ClC1=CC=C(OC2=CC(Cl)=CC=C2)C=C1,6842-62-2,HPRGYUWRGCTBAV-UHFFFAOYSA-N,"InChI=1S/C12H8Cl2O/c13-9-4-6-11(7-5-9)15-12-3-1-2-10(14)8-12/h1-8H
",1-Chloro-3-(4-chlorophenoxy)benzene
66063-15-8,CASRN,DTXSID30216258,4-Chloro-N-cyclopentylbenzylamine,ClC1=CC=C(CNC2CCCC2)C=C1,66063-15-8,XIXHUNCZQIRQOG-UHFFFAOYSA-N,"InChI=1S/C12H16ClN/c13-11-7-5-10(6-8-11)9-14-12-3-1-2-4-12/h5-8,12,14H,1-4,9H2
",N-[(4-Chlorophenyl)methyl]cyclopentanamine
64743-00-6,CASRN,DTXSID9028255,"Hydrocarbon waxes, petroleum, oxidized",N/A,64743-00-6,N/A,N/A,N/A
68259-05-2,CASRN,DTXSID00887313,"Benzoic acid, 3,3'-[(2,5-dimethyl-1,4-phenylene)bis[iminocarbonyl(2-hydroxy-3,1-naphthalenediyl)-2,1-diazenediyl]]bis[4-methyl-, 1,1'-bis(2-chloroethyl) ester",CC1=CC(NC(=O)C2=CC3=C(C=CC=C3)C(N=NC3=C(C)C=CC(=C3)C(=O)OCCCl)=C2O)=C(C)C=C1NC(=O)C1=CC2=C(C=CC=C2)C(N=NC2=C(C)C=CC(=C2)C(=O)OCCCl)=C1O,68259-05-2,VISHVOOFNOAMFD-UHFFFAOYSA-N,"InChI=1S/C50H42Cl2N6O8/c1-27-13-15-33(49(63)65-19-17-51)25-41(27)55-57-43-35-11-7-5-9-31(35)23-37(45(43)59)47(61)53-39-21-30(4)40(22-29(39)3)54-48(62)38-24-32-10-6-8-12-36(32)44(46(38)60)58-56-42-26-34(16-14-28(42)2)50(64)66-20-18-52/h5-16,21-26,59-60H,17-20H2,1-4H3,(H,53,61)(H,54,62)
","Bis(2-chloroethyl) 3,3'-{(2,5-dimethyl-1,4-phenylene)bis[carbamoyl(2-hydroxynaphthalene-3,1-diyl)diazene-2,1-diyl]}bis(4-methylbenzoate)"
90552-02-6,CASRN,DTXSID901072388,2-Methyl-2-propenoic acid C12-15-branched and linear alkyl esters,N/A,90552-02-6,N/A,N/A,N/A
740817-83-8,CASRN,DTXSID10872952,"Alcohols, C12-​13-​branched and linear",N/A,740817-83-8,N/A,N/A,N/A
98349-25-8,CASRN,DTXSID50431269,"Ethyl 1-cyclopropyl-6,7-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate",CCOC(=O)C1=CN(C2CC2)C2=CC(F)=C(F)C=C2C1=O,98349-25-8,QYGNYHKBMNUIJN-UHFFFAOYSA-N,"InChI=1S/C15H13F2NO3/c1-2-21-15(20)10-7-18(8-3-4-8)13-6-12(17)11(16)5-9(13)14(10)19/h5-8H,2-4H2,1H3
","Ethyl 1-cyclopropyl-6,7-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate"
2404-44-6,CASRN,DTXSID4025242,"1,2-Epoxydecane",CCCCCCCCC1CO1,2404-44-6,AAMHBRRZYSORSH-UHFFFAOYSA-N,"InChI=1/C10H20O/c1-2-3-4-5-6-7-8-10-9-11-10/h10H,2-9H2,1H3
",2-Octyloxirane
118135-28-7,CASRN,DTXSID601010218,"2-Chlormethyl-8-(1,1-dimethylethyl)-1,4-dioxaspiro[4.5]decan",CC(C)(C)C1CCC2(CC1)OCC(CCl)O2,118135-28-7,KIXLXDKXQXRUSB-UHFFFAOYSA-N,"InChI=1/C13H23ClO2/c1-12(2,3)10-4-6-13(7-5-10)15-9-11(8-14)16-13/h10-11H,4-9H2,1-3H3
","8-tert-Butyl-2-(chloromethyl)-1,4-dioxaspiro[4.5]decane"
757251-39-1,CASRN,DTXSID10676336,4-(4-Amino-3-fluorophenoxy)-N-methylpyridine-2-carboxamide,CNC(=O)C1=NC=CC(OC2=CC(F)=C(N)C=C2)=C1,757251-39-1,ZQHJPIPGBODVTG-UHFFFAOYSA-N,"InChI=1S/C13H12FN3O2/c1-16-13(18)12-7-9(4-5-17-12)19-8-2-3-11(15)10(14)6-8/h2-7H,15H2,1H3,(H,16,18)
",4-(4-Amino-3-fluorophenoxy)-N-methylpyridine-2-carboxamide
