INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
877674-77-6,CASRN,DTXSID401133662,"(2Z)-7-Chloro-2-[[[(1S)-2,2-dimethylcyclopropyl]carbonyl]amino]-2-heptenoic acid",CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCCl)C(O)=O,877674-77-6,OTSSACCOAAGLRY-WPVMNKCKSA-N,"InChI=1S/C13H20ClNO3/c1-13(2)8-9(13)11(16)15-10(12(17)18)6-4-3-5-7-14/h6,9H,3-5,7-8H2,1-2H3,(H,15,16)(H,17,18)/b10-6-/t9-/m1/s1
","(2Z)-7-Chloro-2-{[(1S)-2,2-dimethylcyclopropane-1-carbonyl]amino}hept-2-enoic acid"
74-94-2,CASRN,DTXSID7052494,Dimethylamine-borane (1:1),B.CNC,74-94-2,FTDUHBOCJSQEKS-UHFFFAOYSA-N,"InChI=1S/C2H7N.BH3/c1-3-2;/h3H,1-2H3;1H3
",N-Methylmethanamine--borane (1/1)
95-55-6,CASRN,DTXSID8024498,2-Aminophenol,NC1=C(O)C=CC=C1,95-55-6,CDAWCLOXVUBKRW-UHFFFAOYSA-N,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2
",2-Aminophenol
84254-97-7,CASRN,DTXSID80233172,"1'-(Phenylmethyl)-(1,4'-bipiperidine)-4'-carbonitrile",N#CC1(CCN(CC2=CC=CC=C2)CC1)N1CCCCC1,84254-97-7,XXZATAXHOSMHKY-UHFFFAOYSA-N,"InChI=1S/C18H25N3/c19-16-18(21-11-5-2-6-12-21)9-13-20(14-10-18)15-17-7-3-1-4-8-17/h1,3-4,7-8H,2,5-6,9-15H2
","1'-Benzyl[1,4'-bipiperidine]-4'-carbonitrile"
61477-96-1,CASRN,DTXSID2023482,Piperacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,61477-96-1,IVBHGBMCVLDMKU-GXNBUGAJSA-N,"InChI=1S/C23H27N5O7S/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34)/t13-,14-,15+,20-/m1/s1
","(2S,5R,6R)-6-({(2R)-2-[(4-Ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
1639345-42-8,CASRN,DTXSID301019409,4-[Fluoro(dimethyl)silyl]butanenitrile,C[Si](C)(F)CCCC#N,1639345-42-8,RZHGQUVEZKATLV-UHFFFAOYSA-N,"InChI=1S/C6H12FNSi/c1-9(2,7)6-4-3-5-8/h3-4,6H2,1-2H3
",4-[Fluoro(dimethyl)silyl]butanenitrile
104-45-0,CASRN,DTXSID0042325,4-Propylanisole,CCCC1=CC=C(OC)C=C1,104-45-0,KBHWKXNXTURZCD-UHFFFAOYSA-N,"InChI=1S/C10H14O/c1-3-4-9-5-7-10(11-2)8-6-9/h5-8H,3-4H2,1-2H3
",1-Methoxy-4-propylbenzene
15206-55-0,CASRN,DTXSID9065867,"Benzeneacetic acid, .alpha.-oxo-, methyl ester",COC(=O)C(=O)C1=CC=CC=C1,15206-55-0,YLHXLHGIAMFFBU-UHFFFAOYSA-N,"InChI=1S/C9H8O3/c1-12-9(11)8(10)7-5-3-2-4-6-7/h2-6H,1H3
",Methyl oxo(phenyl)acetate
117428-95-2,CASRN,DTXSID301035704,Methyl 2-(2-(chloromethyl)phenyl)-3-methoxyacrylate,COC=C(C(=O)OC)C1=C(CCl)C=CC=C1,117428-95-2,QHBMFLGCOYKWJH-UHFFFAOYSA-N,"InChI=1S/C12H13ClO3/c1-15-8-11(12(14)16-2)10-6-4-3-5-9(10)7-13/h3-6,8H,7H2,1-2H3
",N/A
70247-70-0,CASRN,DTXSID10890075,"Benzenesulfonic acid, 4-[4-[2-[5-[(2-bromo-1-oxo-2-propen-1-yl)amino]-2-sulfophenyl]diazenyl]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]-2,5-dichloro-, sodium salt (1:2)",[Na+].[Na+].[Na+].[Na+].CC1=NN(C(=O)C1N=NC1=CC(NC(=O)C(Br)=C)=CC=C1S([O-])(=O)=O)C1=C(Cl)C=C(C(Cl)=C1)S([O-])(=O)=O,70247-70-0,FATQGRLEQGVMRQ-UHFFFAOYSA-L,"InChI=1/C19H14BrCl2N5O8S2.4Na/c1-8(20)18(28)23-10-3-4-15(36(30,31)32)13(5-10)24-25-17-9(2)26-27(19(17)29)14-6-12(22)16(7-11(14)21)37(33,34)35;;;;/h3-7,17H,1H2,2H3,(H,23,28)(H,30,31,32)(H,33,34,35);;;;/q;4*+1/p-2
",N/A
71308-16-2,CASRN,DTXSID90311955,"2-(4-Methylpent-3-en-1-yl)anthracene-9,10-dione",CC(C)=CCCC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,71308-16-2,NQVBCGTZRWHVSY-UHFFFAOYSA-N,"InChI=1S/C20H18O2/c1-13(2)6-5-7-14-10-11-17-18(12-14)20(22)16-9-4-3-8-15(16)19(17)21/h3-4,6,8-12H,5,7H2,1-2H3
","2-(4-Methylpent-3-en-1-yl)anthracene-9,10-dione"
21535-43-3,CASRN,DTXSID00368394,N-(2-benzylphenyl)-2-chloroacetamide,ClCC(=O)NC1=CC=CC=C1CC1=CC=CC=C1,21535-43-3,YZCYKOPNFLUUIN-UHFFFAOYSA-N,"InChI=1S/C15H14ClNO/c16-11-15(18)17-14-9-5-4-8-13(14)10-12-6-2-1-3-7-12/h1-9H,10-11H2,(H,17,18)
",N-(2-Benzylphenyl)-2-chloroacetamide
13815-17-3,CASRN,DTXSID50893424,Tetraamine palladium(II) dichloride,[Cl-].[Cl-].[Pd++].N[H].N[H].N[H].N[H],13815-17-3,AQBOUNVXZQRXNP-UHFFFAOYSA-L,"InChI=1S/2ClH.4H3N.Pd/h2*1H;4*1H3;/q;;;;;;+2/p-2
",Tetraamminepalladium(2+) dichloride
87-61-6,CASRN,DTXSID8026193,"1,2,3-Trichlorobenzene",ClC1=CC=CC(Cl)=C1Cl,87-61-6,RELMFMZEBKVZJC-UHFFFAOYSA-N,"InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H
","1,2,3-Trichlorobenzene"
97-62-1,CASRN,DTXSID7047728,Ethyl isobutyrate,CCOC(=O)C(C)C,97-62-1,WDAXFOBOLVPGLV-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-4-8-6(7)5(2)3/h5H,4H2,1-3H3
",Ethyl 2-methylpropanoate
172820-60-9,CASRN,DTXSID90889068,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, ethyl ester",CCOC(=O)CC(O)(CC(O)=O)C(O)=O,172820-60-9,OMPIYDSYGYKWSG-UHFFFAOYSA-N,"InChI=1/C8H12O7/c1-2-15-6(11)4-8(14,7(12)13)3-5(9)10/h14H,2-4H2,1H3,(H,9,10)(H,12,13)
",2-(2-Ethoxy-2-oxoethyl)-2-hydroxybutanedioic acid
68015-93-0,CASRN,DTXSID40867432,"Butanedioic acid, 2-(2-octadecen-1-yl)-",CCCCCCCCCCCCCCCC=CCC(CC(O)=O)C(O)=O,68015-93-0,OVQJAEGJPUEXQD-UHFFFAOYSA-N,"InChI=1/C22H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(22(25)26)19-21(23)24/h16-17,20H,2-15,18-19H2,1H3,(H,23,24)(H,25,26)
",2-(Octadec-2-en-1-yl)butanedioic acid
84775-98-4,CASRN,DTXSID201042708,EXTRACT OF SAVORY,N/A,84775-98-4,N/A,N/A,N/A
2842-44-6,CASRN,DTXSID2062666,"Ethanol, 2-[methyl(4-methylphenyl)amino]-",CN(CCO)C1=CC=C(C)C=C1,2842-44-6,HXCWOOAEAHVMBJ-UHFFFAOYSA-N,"InChI=1S/C10H15NO/c1-9-3-5-10(6-4-9)11(2)7-8-12/h3-6,12H,7-8H2,1-2H3
",2-[Methyl(4-methylphenyl)amino]ethan-1-ol
10339-55-6,CASRN,DTXSID9047415,Ethyl linalool,CC\C(C)=C\CCC(C)(O)C=C,10339-55-6,KRLBLPBPZSSIGH-CSKARUKUSA-N,"InChI=1/C11H20O/c1-5-10(3)8-7-9-11(4,12)6-2/h6,8,12H,2,5,7,9H2,1,3-4H3/b10-8+
","(6E)-3,7-Dimethylnona-1,6-dien-3-ol"
31765-95-4,CASRN,DTXSID301023802,"Cuprate(4-), [mu-[[3,3'-[azoxybis[(2-hydroxy-1,4-phenylene)azo]]bis[4-hydroxy-6-[(3-sulfophenyl)amino]-2-naphthalenesulfonato]](8-)]]di-, tetrasodium",[Na+].[Na+].[Na+].[Na+].[Cu++].[Cu++].[O-]C1=CC(=CC=C1N=NC1=C(C=C2C=CC(NC3=CC(=CC=C3)S([O-])(=O)=O)=CC2=C1[O-])S([O-])(=O)=O)N=N(=O)C1=CC=C(N=NC2=C(C=C3C=CC(NC4=CC(=CC=C4)S([O-])(=O)=O)=CC3=C2[O-])S([O-])(=O)=O)C([O-])=C1,31765-95-4,ZIOPRXMLLULJCM-UHFFFAOYSA-F,"InChI=1S/C44H32N8O17S4.2Cu.4Na/c53-37-21-29(11-13-35(37)47-49-41-39(72(64,65)66)15-23-7-9-27(19-33(23)43(41)55)45-25-3-1-5-31(17-25)70(58,59)60)51-52(57)30-12-14-36(38(54)22-30)48-50-42-40(73(67,68)69)16-24-8-10-28(20-34(24)44(42)56)46-26-4-2-6-32(18-26)71(61,62)63;;;;;;/h1-22,45-46,53-56H,(H,58,59,60)(H,61,62,63)(H,64,65,66)(H,67,68,69);;;;;;/q;2*+2;4*+1/p-8
",N/A
68911-68-2,CASRN,DTXSID60101446,"Amines, C12-14-tert-alkyl, compds. with 2(3H)-benzothiazolethione",N/A,68911-68-2,N/A,N/A,N/A
6420-33-3,CASRN,DTXSID50881407,C.I. Direct Yellow 34,[Na+].[Na+].[Na+].[Na+].COC1=C(NC(=O)NC2=C(OC)C=C(N=NC3=CC4=C(C=CC=C4C(=C3)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C2)C=C(C)C(=C1)N=NC1=CC(=C2C=CC=C(C2=C1)S([O-])(=O)=O)S([O-])(=O)=O,6420-33-3,JQRFOMXXFJIGMQ-UHFFFAOYSA-J,"InChI=1S/C37H32N6O15S4.4Na/c1-19-11-29(31(57-3)17-27(19)42-40-21-13-25-23(35(15-21)61(51,52)53)7-5-9-33(25)59(45,46)47)38-37(44)39-30-12-20(2)28(18-32(30)58-4)43-41-22-14-26-24(36(16-22)62(54,55)56)8-6-10-34(26)60(48,49)50;;;;/h5-18H,1-4H3,(H2,38,39,44)(H,45,46,47)(H,48,49,50)(H,51,52,53)(H,54,55,56);;;;/q;4*+1/p-4
","Tetrasodium 3,3'-{carbonylbis[azanediyl(5-methoxy-2-methyl-4,1-phenylene)diazene-2,1-diyl]}di(naphthalene-1,5-disulfonate)"
107065-85-0,CASRN,DTXSID20358217,"1,2-Benzenediol, 4-[(4-methylphenyl)sulfonyl]-",CC1=CC=C(C=C1)S(=O)(=O)C1=CC(O)=C(O)C=C1,107065-85-0,OGIVREKRNQXGTA-UHFFFAOYSA-N,"InChI=1S/C13H12O4S/c1-9-2-4-10(5-3-9)18(16,17)11-6-7-12(14)13(15)8-11/h2-8,14-15H,1H3
","4-(4-Methylbenzene-1-sulfonyl)benzene-1,2-diol"
83547-95-9,CASRN,DTXSID30867825,"8-Oxa-3,5-dithia-4-phosphatetradecanoic acid, 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-7-oxo-, 2-ethylhexyl ester, 4-oxide",CCCCC(CC)COC(=O)CSP(=O)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC,83547-95-9,VCEOZBZYQYAEMK-UHFFFAOYSA-N,"InChI=1/C30H57O7PS3/c1-7-13-16-25(10-4)19-35-28(31)22-39-38(34,40-23-29(32)36-20-26(11-5)17-14-8-2)41-24-30(33)37-21-27(12-6)18-15-9-3/h25-27H,7-24H2,1-6H3
","2-Ethylhexyl 10-ethyl-4-({2-[(2-ethylhexyl)oxy]-2-oxoethyl}sulfanyl)-4,7-dioxo-8-oxa-3,5-dithia-4lambda~5~-phosphatetradecan-1-oate"
405095-33-2,CASRN,DTXSID001092595,"Guanidine, N-phenyl-, compd. with carbonic acid, hydrate (2:1:2)",N/A,405095-33-2,N/A,N/A,N/A
1217271-02-7,CASRN,DTXSID301020191,"N-[2,2-Dimethyl-3-(4-morpholinyl)propylidene]-5-[[2,2-dimethyl-3-(4-morpholinyl)propylidene]amino]-1,3,3-trimethylcyclohexanemethanamine",CC(C)(CN1CCOCC1)C=NCC1(C)CC(CC(C)(C)C1)N=CC(C)(C)CN1CCOCC1,1217271-02-7,YXDMBOANBIPTTC-UHFFFAOYSA-N,"InChI=1/C28H52N4O2/c1-25(2)16-24(30-20-27(5,6)23-32-10-14-34-15-11-32)17-28(7,18-25)21-29-19-26(3,4)22-31-8-12-33-13-9-31/h19-20,24H,8-18,21-23H2,1-7H3
","N-[3-({[2,2-Dimethyl-3-(morpholin-4-yl)propylidene]amino}methyl)-3,5,5-trimethylcyclohexyl]-2,2-dimethyl-3-(morpholin-4-yl)propan-1-imine"
1158363-70-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2495-37-6,CASRN,DTXSID0022193,Benzyl methacrylate,CC(=C)C(=O)OCC1=CC=CC=C1,2495-37-6,AOJOEFVRHOZDFN-UHFFFAOYSA-N,"InChI=1S/C11H12O2/c1-9(2)11(12)13-8-10-6-4-3-5-7-10/h3-7H,1,8H2,2H3
",Benzyl 2-methylprop-2-enoate
659-70-1,CASRN,DTXSID8044757,3-Methylbutyl 3-methylbutanoate,CC(C)CCOC(=O)CC(C)C,659-70-1,XINCECQTMHSORG-UHFFFAOYSA-N,"InChI=1S/C10H20O2/c1-8(2)5-6-12-10(11)7-9(3)4/h8-9H,5-7H2,1-4H3
",3-Methylbutyl 3-methylbutanoate
65059-42-9,CASRN,DTXSID4070160,"1-Octanaminium, N,N,N-trimethyl-, methyl sulfate",COS([O-])(=O)=O.CCCCCCCC[N+](C)(C)C,65059-42-9,MWRUIIQJFZKJTH-UHFFFAOYSA-M,"InChI=1S/C11H26N.CH4O4S/c1-5-6-7-8-9-10-11-12(2,3)4;1-5-6(2,3)4/h5-11H2,1-4H3;1H3,(H,2,3,4)/q+1;/p-1
","N,N,N-Trimethyloctan-1-aminium methyl sulfate"
95-33-0,CASRN,DTXSID5020360,N-Cyclohexyl-2-benzothiazolesulfenamide,C1CCC(CC1)NSC1=NC2=C(S1)C=CC=C2,95-33-0,DEQZTKGFXNUBJL-UHFFFAOYSA-N,"InChI=1S/C13H16N2S2/c1-2-6-10(7-3-1)15-17-13-14-11-8-4-5-9-12(11)16-13/h4-5,8-10,15H,1-3,6-7H2
","N-[(1,3-Benzothiazol-2-yl)sulfanyl]cyclohexanamine"
97675-63-3,CASRN,DTXSID401018442,Canarium commune extract,N/A,97675-63-3,N/A,N/A,N/A
07-01-8018,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30030-25-2,CASRN,DTXSID0022307,Chloromethyl styrene,"ClCC1=CC=CC=C1.*C=C |c:4,6,t:2,lp:0:3,m:8:5.6.7|",30030-25-2,N/A,N/A,N/A
1001320-38-2,CASRN,DTXSID50893601,Butyl N-[(butylthio)thioxomethyl]carbamate,CCCCOC(=O)NC(=S)SCCCC,1001320-38-2,IMEBVVBPRQAYFY-UHFFFAOYSA-N,"InChI=1S/C10H19NO2S2/c1-3-5-7-13-9(12)11-10(14)15-8-6-4-2/h3-8H2,1-2H3,(H,11,12,14)
","O,S-Dibutyl 2-imidodithiodicarbonate"
141-13-9,CASRN,DTXSID7051711,"2,6,10-Trimethylundec-9-enal",CC(CCCC(C)C=O)CCC=C(C)C,141-13-9,UEGBWDUVDAKUGA-UHFFFAOYSA-N,"InChI=1/C14H26O/c1-12(2)7-5-8-13(3)9-6-10-14(4)11-15/h7,11,13-14H,5-6,8-10H2,1-4H3
","2,6,10-Trimethylundec-9-enal"
96-99-1,CASRN,DTXSID7059143,"Benzoic acid, 4-chloro-3-nitro-",OC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O,96-99-1,DFXQXFGFOLXAPO-UHFFFAOYSA-N,"InChI=1S/C7H4ClNO4/c8-5-2-1-4(7(10)11)3-6(5)9(12)13/h1-3H,(H,10,11)
",4-Chloro-3-nitrobenzoic acid
760-93-0,CASRN,DTXSID60862404,Methacrylic anhydride,CC(=C)C(=O)OC(=O)C(C)=C,760-93-0,DCUFMVPCXCSVNP-UHFFFAOYSA-N,"InChI=1S/C8H10O3/c1-5(2)7(9)11-8(10)6(3)4/h1,3H2,2,4H3
",2-Methylprop-2-enoic anhydride
66204-44-2,CASRN,DTXSID5051234,"3,3'-Methylenebis(5-methyloxazolidine)",CC1CN(CN2COC(C)C2)CO1,66204-44-2,BNKGKERDFRIJPU-UHFFFAOYSA-N,"InChI=1/C9H18N2O2/c1-8-3-10(6-12-8)5-11-4-9(2)13-7-11/h8-9H,3-7H2,1-2H3
","3,3'-Methylenebis(5-methyl-1,3-oxazolidine)"
67711-88-0,CASRN,DTXSID2095784,Cement copper,N/A,67711-88-0,N/A,N/A,N/A
68917-63-5,CASRN,DTXSID70101679,"Terpenes and Terpenoids, sinpine",N/A,68917-63-5,N/A,N/A,N/A
91845-13-5,CASRN,DTXSID701021153,"Fatty acids, tall-​oil, compds. with N-​(9Z)​-​9-​octadecen-​1-​yl-​1,​3-​propanediamine (2:1)",N/A,91845-13-5,N/A,N/A,N/A
8006-64-2,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID6027680,Turpentine oils,N/A,8006-64-2,N/A,N/A,N/A
8006-64-2,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID6027717,Turpentine,N/A,9005-90-7,N/A,N/A,N/A
68526-89-6,CASRN,DTXSID3028689,"Octene, hydroformylation products, high-boiling",N/A,68526-89-6,N/A,N/A,N/A
83400-12-8,CASRN,DTXSID80904996,"5-(Benzoylamino)-3-((5-(((5-chloro-2,6-difluoro-4-pyrimidinyl)amino)methyl)-1-sulpho-2-naphthyl)azo)-4-hydroxynaphthalene-2,7-disulphonic acid, lithium sodium salt",[Li+].[Na+].[Na+].OC1=C2C(NC(=O)C3=CC=CC=C3)=CC(=CC2=CC(=C1\N=N\C1=CC=C2C(CNC3=NC(F)=NC(F)=C3Cl)=CC=CC2=C1S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,83400-12-8,KRTUYRMTBNLSFO-OBRCYIMASA-K,"InChI=1S/C32H21ClF2N6O11S3.Li.2Na/c33-25-29(34)38-32(35)39-30(25)36-14-16-7-4-8-20-19(16)9-10-21(28(20)55(50,51)52)40-41-26-23(54(47,48)49)12-17-11-18(53(44,45)46)13-22(24(17)27(26)42)37-31(43)15-5-2-1-3-6-15;;;/h1-13,42H,14H2,(H,37,43)(H,36,38,39)(H,44,45,46)(H,47,48,49)(H,50,51,52);;;/q;3*+1/p-3/b41-40+;;;
","Lithium sodium 5-benzamido-3-[(E)-(5-{[(5-chloro-2,6-difluoropyrimidin-4-yl)amino]methyl}-1-sulfonatonaphthalen-2-yl)diazenyl]-4-hydroxynaphthalene-2,7-disulfonate (1/2/1)"
51-48-9,CASRN,DTXSID8023214,Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,51-48-9,XUIIKFGFIJCVMT-LBPRGKRZSA-N,"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1
","O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine"
1474044-80-8,CASRN,DTXSID201074226,"Naphthalenesulfonic acid, di-C9-rich C8-10-branched alkyl derivs., barium salts",N/A,1474044-80-8,N/A,N/A,N/A
32167-31-0,CASRN,DTXSID901011708,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-2-butyne-1,4-diylbis[.omega.-hydroxy-",N/A,32167-31-0,N/A,N/A,N/A
13586-84-0,CASRN,DTXSID4029729,"Octadecanoic acid, cobalt salt",N/A,13586-84-0,N/A,N/A,N/A
1779-34-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1352216-91-1,CASRN,DTXSID501021040,"5-​Hexen-​2-​one, 1-​bicyclo[2.2.1]​hept-​2-​yl-",C=CCCC(=O)CC1CC2CCC1C2,1352216-91-1,YBJPIMFFVACSFR-UHFFFAOYNA-N,"InChI=1/C13H20O/c1-2-3-4-13(14)9-12-8-10-5-6-11(12)7-10/h2,10-12H,1,3-9H2
",N/A
842-07-9,CASRN,DTXSID4021135,C.I. Solvent Yellow 14,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1,842-07-9,MRQIXHXHHPWVIL-UHFFFAOYSA-N,"InChI=1S/C16H12N2O/c19-15-11-10-12-6-4-5-9-14(12)16(15)18-17-13-7-2-1-3-8-13/h1-11,19H
",1-(Phenyldiazenyl)naphthalen-2-ol
678966-16-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1449104-34-0,CASRN,DTXSID201021053,"4-​Pentenal, 5-​cyclohexyl-​2,​4-​dimethyl-​, (4E)​-",CC(C\C(C)=C\C1CCCCC1)C=O,1449104-34-0,MHWUIEVFBRHXMA-PKNBQFBNNA-N,"InChI=1/C13H22O/c1-11(8-12(2)10-14)9-13-6-4-3-5-7-13/h9-10,12-13H,3-8H2,1-2H3/b11-9+
",N/A
497-18-7,CASRN,DTXSID5038757,Carbonic dihydrazide,NNC(=O)NN,497-18-7,XEVRDFDBXJMZFG-UHFFFAOYSA-N,"InChI=1S/CH6N4O/c2-4-1(6)5-3/h2-3H2,(H2,4,5,6)
",Hydrazinecarbohydrazide
1253789-90-0,CASRN,DTXSID20735862,Propan-2-yl 3-cyclopentyl-1-methyl-1H-indole-6-carboxylate,CC(C)OC(=O)C1=CC2=C(C=C1)C(=CN2C)C1CCCC1,1253789-90-0,UQQPAWZVYVDUQH-UHFFFAOYSA-N,"InChI=1S/C18H23NO2/c1-12(2)21-18(20)14-8-9-15-16(13-6-4-5-7-13)11-19(3)17(15)10-14/h8-13H,4-7H2,1-3H3
",Propan-2-yl 3-cyclopentyl-1-methyl-1H-indole-6-carboxylate
91844-86-9,CASRN,DTXSID901042397,"ARTEMISIA PALLENS, EXT.",N/A,91844-86-9,N/A,N/A,N/A
26748-41-4,CASRN,DTXSID7027912,tert-Butyl perneodecanoate,N/A,26748-41-4,N/A,N/A,N/A
4573-50-6,CASRN,DTXSID10884090,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)-, (6R)-",CC(C)[C@H]1CCC(C)=CC1=O,4573-50-6,YSTPAHQEHQSRJD-SECBINFHSA-N,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3/t9-/m1/s1
",(6R)-3-Methyl-6-(propan-2-yl)cyclohex-2-en-1-one
29240-17-3,CASRN,DTXSID7067451,"Propaneperoxoic acid, 2,2-dimethyl-, 1,1-dimethylpropyl ester",CCC(C)(C)OOC(=O)C(C)(C)C,29240-17-3,AQKYLAIZOGOPAW-UHFFFAOYSA-N,"InChI=1S/C10H20O3/c1-7-10(5,6)13-12-8(11)9(2,3)4/h7H2,1-6H3
","2-Methylbutan-2-yl 2,2-dimethylpropaneperoxoate"
600-14-6,CASRN,DTXSID6051435,"2,3-Pentanedione",CCC(=O)C(C)=O,600-14-6,TZMFJUDUGYTVRY-UHFFFAOYSA-N,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3
","Pentane-2,3-dione"
70210-37-6,CASRN,DTXSID80890062,"Disodium 5-benzamido-4-hydroxy-3-((2-(2-methylphenoxy)phenyl)diazenyl)naphthalene-2,7-disulfonate",[Na+].[Na+].CC1=CC=CC=C1OC1=CC=CC=C1N=NC1=C(C=C2C=C(C=C(NC(=O)C3=CC=CC=C3)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,70210-37-6,UZSOSPUHRLUDJW-UHFFFAOYSA-L,"InChI=1S/C30H23N3O9S2.2Na/c1-18-9-5-7-13-24(18)42-25-14-8-6-12-22(25)32-33-28-26(44(39,40)41)16-20-15-21(43(36,37)38)17-23(27(20)29(28)34)31-30(35)19-10-3-2-4-11-19;;/h2-17,34H,1H3,(H,31,35)(H,36,37,38)(H,39,40,41);;/q;2*+1/p-2
","Disodium 5-benzamido-4-hydroxy-3-{[2-(2-methylphenoxy)phenyl]diazenyl}naphthalene-2,7-disulfonate"
104-91-6,CASRN,DTXSID0025991,4-Nitrosophenol,OC1=CC=C(C=C1)N=O,104-91-6,JSTCPNFNKICNNO-UHFFFAOYSA-N,"InChI=1S/C6H5NO2/c8-6-3-1-5(7-9)2-4-6/h1-4,8H
",4-Nitrosophenol
1374760-95-8,CASRN,DTXSID501019712,2-(4-Methylphenoxy)-N-1H-pyrazol-3-yl-N-(2-thienylmethyl)acetamide,CC1=CC=C(OCC(=O)N(CC2=CC=CS2)C2=NNC=C2)C=C1,1374760-95-8,QGDQESUNCJQMSA-UHFFFAOYSA-N,"InChI=1S/C17H17N3O2S/c1-13-4-6-14(7-5-13)22-12-17(21)20(16-8-9-18-19-16)11-15-3-2-10-23-15/h2-10H,11-12H2,1H3,(H,18,19)
",2-(4-Methylphenoxy)-N-(1H-pyrazol-3-yl)-N-[(thiophen-2-yl)methyl]acetamide
91770-75-1,CASRN,DTXSID90904760,Tagetes minuta extract,N/A,91770-75-1,N/A,N/A,N/A
68259-02-9,CASRN,DTXSID50889963,C.I. Reactive Blue 176,[Na+].[Na+].[Na+].[Na+].[Na+].NC1=NC(NC2=CC(N=NC3=C(C=C4C=C(C(N=NC5=C(C=CC(=C5)S([O-])(=O)=O)S([O-])(=O)=O)=C(N)C4=C3O)S([O-])(=O)=O)S([O-])(=O)=O)=C(C=C2)S([O-])(=O)=O)=NC(Cl)=N1,68259-02-9,UYAABLNBFLLCJA-UHFFFAOYSA-I,"InChI=1S/C25H19ClN10O16S5.5Na/c26-23-30-24(28)32-25(31-23)29-10-1-3-14(54(41,42)43)12(7-10)33-36-21-17(57(50,51)52)6-9-5-16(56(47,48)49)20(19(27)18(9)22(21)37)35-34-13-8-11(53(38,39)40)2-4-15(13)55(44,45)46;;;;;/h1-8,37H,27H2,(H,38,39,40)(H,41,42,43)(H,44,45,46)(H,47,48,49)(H,50,51,52)(H3,28,29,30,31,32);;;;;/q;5*+1/p-5
","Pentasodium 4-amino-6-({5-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-2-sulfonatophenyl}diazenyl)-3-[(2,5-disulfonatophenyl)diazenyl]-5-hydroxynaphthalene-2,7-disulfonate"
14352-61-5,CASRN,DTXSID60162451,Methylcyclohexylacetate,COC(=O)CC1CCCCC1,14352-61-5,IMXBRVLCKXGWSS-UHFFFAOYSA-N,"InChI=1S/C9H16O2/c1-11-9(10)7-8-5-3-2-4-6-8/h8H,2-7H2,1H3
",Methyl cyclohexylacetate
