CASRN,Canonical_QSARr
474044-10-5,CCOC1=NN(C(=O)C1=CC1C=CC(=CC=1)N(CC)CC)C1C=CC=CC=1
63141-09-3,CC(=O)C1(Cl)CC1
877179-03-8,CC(=O)NC1=CC=C(F)C=C1C1C=C(Cl)C(Cl)=CC=1
116020-44-1,CCCC1CCC(CC1)C1CCC(CC1)C=C
97416-84-7,CC(C)(C1=CC(Br)=C(OCC(C)(Br)CBr)C(Br)=C1)C1=CC(Br)=C(OCC(C)(Br)CBr)C(Br)=C1
77-93-0,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC
6372-81-2,OC1C=CC2=CC=CC=C2C=1N=NC1C=CC=CC=1C(O)=O
1255203-42-9,CCCCCCCCCCCCCCCC(=O)OCCOC1C=C(C=CC=1)OCCOC(=O)CCCCCCCCCCCCCCC
134701-20-5,CCCCCCCCCCCCCCC(C)C1=CC(C)=CC(C)=C1O
6940-53-0,COC1=CC(=C(C=C1Cl)OC)[N+]([O-])=O
51-03-6,CCCC1=CC2OCOC=2C=C1COCCOCCOCCCC
67-52-7,O=C1NC(=O)CC(=O)N1
555-43-1,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC
23235-61-2,CCC(COCC(CO)(CO)CC)(CO)CO
474814-88-5,OC(=O)C1C=CC(Cl)=CC=1N=NC1C2C=CC(=CC=2C=CC1=O)S(O)(=O)=O
111304-31-5,CC(=O)C(=CC1C=CC=CC=1[N+]([O-])=O)C(=O)OC
119302-24-8,CC12CCC3C(CCC4CC(O)C(CC43C)N3CCOCC3)C1CC(C2OC(C)=O)N1CCCC1
73947-34-9,CCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCC)COC(=O)CCCCCCC
70969-58-3,CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C
544-01-4,CC(C)CCOCCC(C)C
95-75-0,CC1=CC(Cl)=C(Cl)C=C1
155810-87-0,CC1C=C(C=C(C)C=1O)C1C(=O)OC2C(=CC(=CC=21)C(C)(C)C)C(C)(C)C
38720-66-0,O=C1C2=CC3NC4C=CC(Cl)=C(Cl)C=4C(=O)C=3C=C2NC2=CC=CC=C12
224049-04-1,N#CC1=CC=CC=C1N=C(O)C1SN=C(Cl)C=1Cl
72705-22-7,CC(=O)CC(=O)NC1C=C(C)C(=CC=1OC)S(O)(=O)=O
6410-41-9,COC1C=C(OC)C(Cl)=CC=1NC(=O)C1=CC2=CC=CC=C2C(N=NC2=CC(=CC=C2OC)S(=O)(=O)N(CC)CC)=C1O
79665-24-0,CC1C=C(NC(=O)C2=CC3C=CC=CC=3C(N=NC3=CC(Cl)=CC=C3C)=C2O)C(C)=CC=1NC(=O)C1=CC2C=CC=CC=2C(N=NC2=CC(Cl)=CC=C2C)=C1O
256473-05-9,CC(C)SC1N=CC=CC=1CCC(F)(F)F
106797-53-9,CC(C)(O)C(=O)C1C=CC(=CC=1)OCCO
520-26-3,CC1OC(OCC2OC(OC3=CC4OC(CC(=O)C=4C(O)=C3)C3=CC(O)=C(C=C3)OC)C(O)C(O)C2O)C(O)C(O)C1O
132900-75-5,CC1C=C(C=CC=1OC(=O)C1C=CC(=CC=1)OCCCCOC(=O)C=C)OC(=O)C1C=CC(=CC=1)OCCCCOC(=O)C=C
69399-57-1,COC1=CC2NC(=O)C(=O)NC=2C=C1[N+]([O-])=O
149021-58-9,CCCC(COC(=O)C=C)CCCCC
919-94-8,CC(C)(CC)OCC
123-86-4,CCCCOC(C)=O
137863-20-8,CC(C)C(C(=O)OCC1C=CC=CC=1)N(CC1C=CC(=CC=1)C1=CC=CC=C1C1=NNN=N1)C(=O)CCCC
72498-89-6,CC12CC3OC43C(CC(F)C3=CC(=O)C=CC43C)C1CCC2(OC(C)=O)C(=O)COC(C)=O
29514-94-1,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)=C(F)F
26175-68-8,CN(C)S(=O)(=O)C1C=C(Cl)C(N)=CC=1Cl
107-95-9,NCCC(O)=O
90356-78-8,CC(O)(CSC1C=CC(F)=CC=1)C(=O)NC1C=C(C(=CC=1)C#N)C(F)(F)F
112-73-2,CCCCOCCOCCOCCCC
173194-95-1,OC1C=CC2C=C(C=CC=2C=1)B(O)O
105-85-1,CC(CCC=C(C)C)CCOC=O
143-15-7,CCCCCCCCCCCCBr
51145-61-0,O=C1CC2C3=CC=CC=C3NC=2CC1
877670-90-1,CC(=O)C(N=NC1C=CC=CC=1C(O)=O)C(=O)NC1=CC=CC=C1OC
61597-98-6,CC(C)C1CCC(C)CC1OC(=O)C(C)O
947701-81-7,C=CCCCCCCCCCOC(=O)C(C#N)=C(C1C=CC=CC=1)C1C=CC=CC=1
60046-50-6,CC1CC(O)CC(C)(C)C1=O
112-36-7,CCOCCOCCOCC
1503-48-6,O=C1C2C(=NC3C=CC=CC=3C2=O)C(=O)C2C1=NC1C=CC=CC=1C2=O
764-99-8,C=COCCOCCOC=C
214559-61-2,COC1C=C(C=CC=1NC1N=C(N=C(N=1)SCCCS(O)(=O)=O)SCCCS(O)(=O)=O)N=NC1=CC2C(=CC(=CC=2C=C1)S(O)(=O)=O)S(O)(=O)=O
1917-64-2,COCC1=CC=C(C=O)O1
846023-24-3,COC1C=C(NC(=O)CC#N)C(Cl)=CC=1Cl
2915-57-3,CCCCC(COC(=O)CCC(=O)OCC(CCCC)CC)CC
227197-72-0,ClC1=CC2OC=NC=2C=C1
109-65-9,CCCCBr
82530-64-1,O=C(CCCl)OCCCCCl
84632-66-6,CC1C=CC(=CC=1)C1=NC(=O)C2C1C(=O)NC=2C1C=CC(C)=CC=1
71077-34-4,CC1C=CC(=CC=1N)C(=O)NC1C=CC(=CC=1)S(O)(=O)=O
6731-36-8,CC1(C)CC(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C
114772-53-1,CC1C=CC(=CC=1)C1=CC=CC=C1C#N
1035204-82-0,CC(C)(C)OC(=O)CC1CC(CC#N)OC2(CCCC2)O1
69904-10-5,COC1=CC2NC(=O)C(=O)NC=2C=C1N
924-44-7,CCOC(=O)C=O
319-24-4,COC(=O)C1C=C(F)C=CC=1N
103-36-6,CCOC(=O)C=CC1C=CC=CC=1
21981-33-9,CC(Cl)(Cl)CC(Cl)(Cl)Cl
924-50-5,CC(C)=CC(=O)OC
120-47-8,CCOC(=O)C1C=CC(O)=CC=1
38680-83-0,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C43OC4CC12C
1391764-61-6,CCCCN(CCCC)C(=O)C1C=CC(=CC=1)C1=NC(=O)C2C1C(=O)NC=2C1C=CC(Cl)=CC=1
110057-45-9,N#CCN(CC#N)CCCN(CC#N)CC#N
31775-20-9,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1C=C(Cl)C(=CC=1)N=NC(C(=O)NC1C=CC(=CC=1)OCC)C(C)=O)C(=O)NC1C=CC(=CC=1)OCC
153719-38-1,CN1COCN=C1N[N+]([O-])=O
94441-92-6,CCCCC(CN(CCC(O)=O)CCC(O)=O)CC
1305113-15-8,O=P(OC1C=CC=CC=1)(OC1C=CC=CC=1)OC1COC2C1OCC2OP(=O)(OC1C=CC=CC=1)OC1C=CC=CC=1
609-66-5,NC(=O)C1=CC=CC=C1Cl
49707-23-5,COC(CNC(=O)C=C)OC
58190-57-1,CC[Si](ON=C(C)C)(ON=C(C)C)ON=C(C)C
103-48-0,CC(C)C(=O)OCCC1C=CC=CC=1
621-62-5,CCOC(CCl)OCC
1072957-71-1,CN1C=C(C(=O)NC2C=CC=C3C4CCC(C4=C(Cl)Cl)C3=2)C(=N1)C(F)F
4433-79-8,CC(=O)CC(=O)NC1C=C(OC)C(Cl)=CC=1OC
101-97-3,CCOC(=O)CC1C=CC=CC=1
27676-62-6,CC(C)(C)C1=CC(CN2C(=O)N(CC3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)C(=O)N(CC3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)C2=O)=CC(=C1O)C(C)(C)C
1941-30-6,CCC[N+](CCC)(CCC)CCC
2212-81-9,CC(C)(OOC(C)(C)C)C1C=C(C=CC=1)C(C)(C)OOC(C)(C)C
89-98-5,O=CC1C=CC=CC=1Cl
219715-34-1,COC1=CC(=CC=N1)C(F)(F)F
130201-55-7,CC(=O)NC1=CC(=CC=C1N=NC1C=C(C=CC=1)S(O)(=O)=O)NC1N=C(NC2=CC(NC(C)=O)=C(C=C2)N=NC2C=C(C=CC=2)S(O)(=O)=O)N=C(N=1)N1CCOCC1
104797-47-9,CC(=O)ON=C(C1=CSC(N)=N1)C(=O)SC1=NC2C=CC=CC=2S1
111-90-0,CCOCCOCCO
242482-67-3,CC(CC(=O)NCCCCCC(O)=O)CC(C)(C)C
44992-01-0,C[N+](C)(C)CCOC(=O)C=C
1514-82-5,C=C(Br)C(F)(F)F
6410-38-4,COC1C=CC=CC=1NC(=O)C1C=C2C=CC=CC2=C(N=NC2C=C(Cl)C=CC=2Cl)C=1O
112-91-4,CCCCCCCCC=CCCCCCCCC#N
2517-43-3,COC(C)CCO
73963-42-5,ClCCCCC1=NN=NN1C1CCCCC1
41506-62-1,CC(=O)NC1C=CC(=CC=1)NC(=O)C1C=C2C=CC=CC2=CC=1O
4904-61-4,C1CC=CCCC=CCCC=C1
222408-90-4,OC(CC1C=CC=CC=1Cl)(CN1NCNC1=S)C1(Cl)CC1
105-95-3,O=C1CCCCCCCCCCCC(=O)OCCO1
144447-11-0,COC1C=CC(=CC=1)OC(=O)C1C=CC(=CC=1)OCCCCC1CO1
13482-22-9,OC1CCC(=O)CC1
108-90-7,ClC1C=CC=CC=1
627-93-0,COC(=O)CCCCC(=O)OC
18395-30-7,CC(C)C[Si](OC)(OC)OC
68227-78-1,CC1C=CC(Cl)=CC=1NC(=O)C1C=C2C=CC=CC2=C(N=NC2C=C(C=CC=2OC)C(=O)NC2C=CC=CC=2)C=1O
81-19-6,ClC1C=CC=C(Cl)C=1C(Cl)Cl
917-92-0,CC(C)(C)C#C
287930-77-2,CC(C)(O)C1=CC=CC=C1CCC(O)C1C=C(C=CC=1)C=CC1C=CC2C=CC(Cl)=CC=2N=1
77-83-8,CC1(OC1C(=O)OCC)C1C=CC=CC=1
2402-58-6,CCCCCCCCCCCCOC(=O)C=CC(=O)OCCCCCCCCCCCC
457-68-1,FC1C=CC(CC2C=CC(F)=CC=2)=CC=1
147263-99-8,CC1C=CC=C(C)C=1OP(=O)(OC1C=CC(=CC=1)C1C=CC(=CC=1)OP(=O)(OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C
2855-19-8,CCCCCCCCCCC1CO1
1912-24-9,CCNC1N=C(Cl)N=C(NC(C)C)N=1
66492-51-1,CCC1(COC(=O)C=C)COCOC1
68489-09-8,CC(C)C1CCC(C)CC1C(=O)NC1C=CC(=CC=1)OC
611-70-1,CC(C)C(=O)C1C=CC=CC=1
154702-15-5,CC(C)(C)NC(=O)C1C=CC(=CC=1)NC1N=C(NC2C=CC(=CC=2)C(=O)OCC(CCCC)CC)N=C(NC2C=CC(=CC=2)C(=O)OCC(CCCC)CC)N=1
93839-20-4,COC1C=CC(=CC=1[N+]([O-])=O)C(=O)NC1C=CC(=CC=1)C(N)=O
56358-09-9,CCCCC(CNC1C=CC2C=CC=CC=2C=1N=NC1C=CC(=CC=1C)N=NC1C=CC=CC=1C)CC
1067-53-4,COCCO[Si](C=C)(OCCOC)OCCOC
10016-20-3,OC1C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(OC(OC2CO)C1O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
6337-43-5,CCOC(=O)C(=CC1C=CC(C=C(C(=O)OCC)C(=O)OCC)=CC=1)C(=O)OCC
1282554-35-1,CC1=CC(=CC2NC(CCC)=NC1=2)C1=NC2C=CC=CC=2N1C
302776-68-7,CCCCCCOC(=O)C1=CC=CC=C1C(=O)C1C=CC(=CC=1O)N(CC)CC
17514-68-0,CC1=CSC2C(Cl)=CC=CC=21
97-97-2,COC(CCl)OC
110553-27-0,CC1=CC(CSCCCCCCCC)=CC(CSCCCCCCCC)=C1O
68133-60-8,OC(=O)C1C=CC=[N+](CC2C=CC=CC=2)C=1
6289-46-9,COC(=O)C1CC(=O)C(CC1=O)C(=O)OC
102-01-2,CC(=O)CC(=O)NC1C=CC=CC=1
850-92-0,CCC1(CC=C2CCCC3=CC(=CC=C32)OC)C(=O)CCC1=O
13616-82-5,CC1=CC(C)=C(S)C=C1
126637-70-5,NC1C=C(C=C2C=C(C(N=NC3C=CC(=CC=3O)C3=CC(O)=C(C=C3)N=NC3C(=CC4C=C(C=C(N)C=4C=3O)S(O)(=O)=O)S(O)(=O)=O)=C(O)C=12)S(O)(=O)=O)S(O)(=O)=O
1805-22-7,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
811-97-2,FCC(F)(F)F
3681-71-8,CCC=CCCOC(C)=O
16397-70-9,CCCCC(COC(=O)C1=CC=C(C=C1)[N+]([O-])=O)CC
976-70-5,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC12CCC(=O)O1
1675-54-3,CC(C)(C1C=CC(=CC=1)OCC1CO1)C1C=CC(=CC=1)OCC1CO1
765-14-0,CCCCCCCCCCCCOC=C
127-63-9,O=S(=O)(C1C=CC=CC=1)C1C=CC=CC=1
90-04-0,COC1=CC=CC=C1N
691-37-2,CC(C)CC=C
33145-10-7,CC(C)C(C1=CC(C)=CC(C)=C1O)C1=CC(C)=CC(C)=C1O
52663-87-3,CCCCCCCCN(CCC(O)=O)CCC(O)=O
846-48-0,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC2O
24292-60-2,NC(=O)C1C=[N+](C=CC=1)C1OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2O)N2C=NC3C2=NC=NC=3N)C(O)C1O
1164-92-7,CC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
536759-91-8,COC1C=CC(=CC=1)N1N=C(C2CCN(C3C=CC(=CC=3)[N+]([O-])=O)C(=O)C1=2)C(=O)OCC
103-09-3,CCCCC(COC(C)=O)CC
2602-34-8,CCO[Si](CCCOCC1CO1)(OCC)OCC
143-29-3,CCCCOCCOCCOCOCCOCCOCCCC
1062263-18-6,CC1C(C(=O)N(CCCN(C)C)C(=O)C=1N=NC1=CC(OC)=C(C=C1)C(C1=CC=C(C=C1OC)N=NC1C(=O)N(CCCN(C)C)C(=O)C(C=1C)[N+]1C=CC=CC=1)C1C=CC=CC=1)[N+]1C=CC=CC=1
57712-94-4,CCCCCCCCCCCCCNC1C=CC2=CC=CC=C2C=1N=NC1C=CC(=CC=1C)N=NC1C=CC=CC=1C
72-19-5,CC(O)C(N)C(O)=O
2498-95-5,CC1C=CC2N=C(SC=2C=1S(O)(=O)=O)C1C=CC(=CC=1)NC(=O)C(=CC1C=CC(=CC=1)N(C)CCS(O)(=O)=O)C#N
109-70-6,ClCCCBr
111-01-3,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
53585-53-8,CC1C=CC=C(CC2C=CC=CC=2)C=1CC1C=CC=CC=1
76114-73-3,CCCCNC(=O)OCC#C
6842-62-2,ClC1C=C(C=CC=1)OC1C=CC(Cl)=CC=1
66063-15-8,ClC1=CC=C(CNC2CCCC2)C=C1
75147-23-8,CC12CCCC(C)(CC1)C2=NO
68259-05-2,CC1=CC(NC(=O)C2=CC3C=CC=CC=3C(N=NC3C=C(C=CC=3C)C(=O)OCCCl)=C2O)=C(C)C=C1NC(=O)C1=CC2C=CC=CC=2C(N=NC2C=C(C=CC=2C)C(=O)OCCCl)=C1O
98349-25-8,CCOC(=O)C1=CN(C2CC2)C2=CC(F)=C(F)C=C2C1=O
2404-44-6,CCCCCCCCC1CO1
1184842-87-2,CC1C(=O)C(C)(C)CC(O)C=1O
56992-87-1,CC(=C)C(=O)NC1C=CC(=CC=1)S(N)(=O)=O
51368-55-9,CC(C)OC(=O)C(C)(C)Br
960316-73-8,COC(=O)C1=CC(CO)=NN1C1=NC=CC=C1Cl
335-27-3,FC1(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F)C(F)(F)F
135452-43-6,CC(C)(O)C(=O)C1C=C2C(=CC=1)C(C)(CC2(C)C)C1C=CC(=CC=1)C(=O)C(C)(C)O
1700656-13-8,CC(CC(=O)NCC(CCCC)CC)CC(C)(C)C
96624-41-8,CCC1CCC(CC1)C1CCC(CCC)CC1
1869-24-5,NS(=O)(=O)C1=CC=CC=C1C(F)(F)F
133986-51-3,ON(CCS(O)(=O)=O)CCS(O)(=O)=O
600-00-0,CCOC(=O)C(C)(C)Br
58-08-2,CN1C(=O)C2=C(N=CN2C)N(C)C1=O
141-10-6,CC(C)=CCCC(C)=CC=CC(C)=O
2177-70-0,CC(=C)C(=O)OC1C=CC=CC=1
108-22-5,CC(=O)OC(C)=C
36062-04-1,COC1C=C(CCC(=O)CC(=O)CCC2C=C(OC)C(O)=CC=2)C=CC=1O
515815-48-2,CN1C(=NC2C=CC=CC1=2)C1C=C(C)C2N=C(CCC)N(CC3=CC=C(C=C3)C3=CC=CC=C3C(O)=O)C=2C=1
1134960-41-0,COC(=O)C1C(=O)OCC=1O
4039-86-5,C#CCOCC1C=CC(Cl)=CC=1
540-88-5,CC(=O)OC(C)(C)C
74-79-3,NC(=N)NCCCC(N)C(O)=O
1928-56-9,COC(=O)COC1C=CC=C(Cl)C=1Cl
7452-79-1,CC(CC)C(=O)OCC
1562-00-1,OCCS(O)(=O)=O
760-23-6,C=CC(Cl)CCl
1609672-24-3,O=C(CC1C=CC(=CC=1)C1C=CC=CC=1)OCC1CCCCC1
1680-31-5,CCCCCCCCOC(=O)OCCCCCCCC
18143-33-4,CO[Si](C)(C)CCl
5107-67-5,OC(=O)CCC1(CCCC(CCC(O)=O)(CCC(O)=O)C1=O)CCC(O)=O
82199-12-0,CC(=O)C(N=NC1=CC=CC=C1OC)C(=O)NC1=CC2NC(=O)NC=2C=C1
860399-11-7,COC1C=C(C=CC=1C=C1OC(=NC2CCCCC2)N(C2CCCCC2)C1=O)N(CC)CC
816-19-3,CCCCC(CC)C(=O)OC
169280-10-8,CCOC(=O)C(C)(C)C1C=CC(=CC=1)C(=O)C1CC1
5471-51-2,CC(=O)CCC1C=CC(O)=CC=1
116044-44-1,CC(C)C1C2CC(C=C2)C1C(=O)OCC
100-40-3,C=CC1CC=CCC1
39255-32-8,CCOC(=O)C(C)CCC
109-16-0,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C
943586-12-7,OC(=O)CCCCCCCCCCCCCCC(=O)NC(CCC(=O)ON1C(=O)CCC1=O)C(O)=O
94201-73-7,CC1CC(OCC1)C1C=CC=CC=1
12777-87-6,C
6358-64-1,COC1=CC(N)=C(C=C1Cl)OC
6390-69-8,CC(C)(C)C1C=C(C=C(C2=CC(=CC(=C2O)C(C)(C)C)C(C)(C)C)C=1O)C(C)(C)C
1555-62-0,CCCCCCCCCCCCN(CCC#N)CCC#N
1122460-01-8,CC(C)C1CCC(C)CC1OC(=O)C(=O)NCC
10291-28-8,CC1C=CC(=CC=1)NC1=CC(=C(C=C1C(O)=O)NC1C=CC(C)=CC=1)C(O)=O
3335-98-6,O=C1CC2=CC=CC=C2N1C1C=CC=CC=1
62965-37-1,CC(C)(C)C(NC(=O)OCC1C=CC=CC=1)C(O)=O
515-84-4,CCOC(=O)C(Cl)(Cl)Cl
95-23-8,NC1C=C2NC(=O)NC2=CC=1
15793-73-4,CC1=NN(C2C=CC(C)=CC=2)C(=O)C1N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC1C(=O)N(N=C1C)C1C=CC(C)=CC=1
135-57-9,O=C(NC1C=CC=CC=1SSC1=CC=CC=C1NC(=O)C1C=CC=CC=1)C1C=CC=CC=1
76524-94-2,CCO[Si](CCCNC=O)(OCC)OCC
105-56-6,CCOC(=O)CC#N
92339-11-2,CC(=O)N(CC(O)CN(C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C(C)=O)C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO
49667-22-3,CC1C=CC(C(N)=O)=C(O)C=1
50-24-8,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
65870-94-2,CCC(COC(=O)CC(C)CC(C)(C)C)(COC(=O)CC(C)CC(C)(C)C)COC(=O)CC(C)CC(C)(C)C
110-53-2,CCCCCBr
111-05-7,CCCCCCCCC=CCCCCCCCC(=O)NCC(C)O
26619-69-2,CC1(C)CCC2OC32C21CC(CC2)C3(C)C
202483-62-3,CCCCCCC(COC1=CC=CC=C1C(N)=O)CCCCCCCC
84057-80-7,CCC(O)=O
130755-46-3,NC1=C(SSC2C(C#N)=NN(C3C(Cl)=CC(=CC=3Cl)C(F)(F)F)C=2N)C(C#N)=NN1C1C(Cl)=CC(=CC=1Cl)C(F)(F)F
67990-05-0,COC1C=CC(=CC=1N=NC1C(O)=C(C=C2C=CC=CC2=1)C(=O)NC1C=C(Cl)C=CC=1OC)C(=O)NC1C=CC=CC=1
85391-60-2,CC(O)COC(=O)NNC(=O)OC(C)CO
85-60-9,CCCC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C
6642-31-5,CN1C(=O)CC(=N)N(C)C1=O
89-33-8,CCOC(=O)C1CC(=O)N(N=1)C1C=CC=CC=1
6358-87-8,CCOC(=O)C1=NN(C2C=CC=CC=2)C(=O)C1N=NC1C=CC(=CC=1Cl)C1C=C(Cl)C(=CC=1)N=NC1C(=NN(C2C=CC=CC=2)C1=O)C(=O)OCC
41438-38-4,CCOC(=O)C1C=C(C=CN=1)C(=O)OCC
5888-87-9,O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N1CCCCCC1=O
52664-35-4,NC1C=CC(=CC=1)OP(=S)(OC1C=CC(N)=CC=1)OC1C=CC(N)=CC=1
669005-94-1,CC1C=CC(=CC=1)NC1=NC(NC2C=CC(C)=CC=2)=C(C#N)C(C)=C1N=NC1=CC=CC=C1C(F)(F)F
708-06-5,OC1=CC=C2C=CC=CC2=C1C=O
1339119-15-1,O=CCC1CC2CC1C1CCCC21
55589-62-3,CC1=CC(=O)NS(=O)(=O)O1
55934-93-5,CC(COC(O)CC)OC(CC)OCCCC
1360085-10-4,CCOC(=O)NC1=CC2C=C(C=C(O)C=2C=C1)S(O)(=O)=O
103-54-8,CC(=O)OCC=CC1C=CC=CC=1
161798-03-4,CC1N=C(SC=1C(=O)OCC)C1=CC(C=O)=C(C=C1)OCC(C)C
2215-35-2,CC(C)CC(C)OP(S)(=S)OC(C)CC(C)C
25092-32-4,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C54OC5CC3(C)C2(O1)C(=O)COC(C)=O
2437-56-1,CCCCCCCCCCCC=C
52449-76-0,COC(=O)C1=CC=C(C=C1[N+]([O-])=O)C#N
91-64-5,O=C1C=CC2C=CC=CC=2O1
27794-93-0,OP(O)(=O)CN(CP(O)(O)=O)CP(O)(O)=O
116-75-6,CC1=CC(C)=C(NC2=CC=C(NC3C(C)=CC(C)=CC=3C)C3=C2C(=O)C2=CC=CC=C2C3=O)C(C)=C1
84852-53-9,BrC1C(CCC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)=C(Br)C(Br)=C(Br)C=1Br
85813-73-6,O=C=NS(=O)(=O)C1=CC=CC=C1C(F)(F)F
30989-05-0,COCCOCCOCCOB(OCCOCCOCCOC)OCCOCCOCCOC
103-61-7,CCCC(=O)OCC=CC1C=CC=CC=1
121-47-1,NC1=CC(=CC=C1)S(O)(=O)=O
606-28-0,COC(=O)C1C=CC=CC=1C(=O)C1C=CC=CC=1
2500-88-1,CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC
57-10-3,CCCCCCCCCCCCCCCC(O)=O
4051-63-2,NC1=CC=C(C2=C1C(=O)C1=CC=CC=C1C2=O)C1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O
3965-55-7,COC(=O)C1=CC(=CC(=C1)C(=O)OC)S(O)(=O)=O
4137-56-8,CC1C=CC(=CC=1)S(=O)(=O)OCC1OC(OC)C2OC(C)(C)OC21
630113-05-2,C[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)C[N+](C)(C)CCCNC(=O)C(C)=C
292605-05-1,CCC=CCCOCC(C)=C
125971-95-1,CC(C)(C)OC(=O)CC1CC(CCN2C(C(C)C)=C(C(=C2C2=CC=C(F)C=C2)C2C=CC=CC=2)C(=O)NC2C=CC=CC=2)OC(C)(C)O1
99-96-7,OC1C=CC(=CC=1)C(O)=O
14035-94-0,COC(=O)C(C)CCC(=O)OC
4098-71-9,CC1(C)CC(CC(C)(C1)CN=C=O)N=C=O
78-10-4,CCO[Si](OCC)(OCC)OCC
102-09-0,O=C(OC1C=CC=CC=1)OC1C=CC=CC=1
99-99-0,CC1=CC=C(C=C1)[N+]([O-])=O
526-95-4,OCC(O)C(O)C(O)C(O)C(O)=O
7659-86-1,CCCCC(COC(=O)CS)CC
106-49-0,CC1=CC=C(N)C=C1
947-04-6,O=C1CCCCCCCCCCCN1
115-86-6,O=P(OC1C=CC=CC=1)(OC1C=CC=CC=1)OC1C=CC=CC=1
513-35-9,CC=C(C)C
57-55-6,CC(O)CO
532-32-1,OC(=O)C1C=CC=CC=1
201214-53-1,CC(=O)NC1=CC(OC)=C(C=C1I)C(=O)OC
894-86-0,OC1=C(NC2C=CC=CC1=2)C1NC2C=CC=CC=2C=1O
16958-92-2,CCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCC
121-82-4,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O
16294-75-0,O=C1C2=CC=CC=C2C2=CC=C3SC4=CC=CC=C4C4=CC=C1C2=C43
52238-92-3,OC1=C(N=NC2=CC(=CC=C2Cl)C(F)(F)F)C2C=CC=CC=2C=C1C(=O)NC1=CC(Cl)=C(C=C1Cl)NC(=O)C1=CC2C=CC=CC=2C(N=NC2=CC(=CC=C2Cl)C(F)(F)F)=C1O
56677-60-2,CCCCCCCCCCCCCCOC(=O)Cl
53817-09-7,CCCCC(CNS(=O)(=O)C1C=CC(N)=CC=1)CC
719-80-2,CCOP(C1C=CC=CC=1)C1C=CC=CC=1
5307-14-2,NC1=CC(=C(N)C=C1)[N+]([O-])=O
27425-55-4,CCN(CC)C1C=C2OC(=O)C(=CC2=CC=1)C1NC2=CC=CC=C2N=1
55290-62-5,CC1C(N=NC2=CC=C(C=C2)S(=O)(=O)NCC(CCCC)CC)C(=O)N(CCCC)C(=O)C=1C#N
932-64-9,[O-][N+](=O)C1NC(=O)N=N1
5468-75-7,CC(=O)C(N=NC1C=CC(=CC=1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(=O)NC1C=CC=CC=1C)C(C)=O)C(=O)NC1C=CC=CC=1C
3266-23-7,CC1OC1C
52250-47-2,CCC(CCCO)(C(O)=O)C(O)=O
2033-24-1,CC1(C)OC(=O)CC(=O)O1
24887-06-7,OCS(O)=O
3164-34-9,OC(=O)C(O)C(O)C(O)=O
127-95-7,OC(=O)C(O)=O
763-69-9,CCOC(=O)CCOCC
76-22-2,CC1(C)C2CC(=O)C1(C)CC2
110-71-4,COCCOC
2455-24-5,CC(=C)C(=O)OCC1CCCO1
4861-19-2,NC(N)=O
